task	reward	total_reward	total_regret	relative	total_reward_dev
0	80.58290807764475	80.58290807764475	7.898955978476192	0.0	30.95124860801257
1	77.07419231474307	157.65710039238772	13.721004428970971	0.0	40.750220056437136
2	81.19765655624457	238.85475694863217	23.58779710731028	0.0	50.18385284493364
3	79.1963228393032	318.0510797879354	31.763379227170898	0.0	54.328070910453356
4	75.74103194708847	393.79211173502404	36.94148997707058	0.0	63.79214227890981
5	79.50380487650304	473.29591661152705	45.83779500350098	0.0	71.83221716137406
6	79.11788499517306	552.4138016067001	55.67043739605763	0.0	76.41569253748145
7	81.71316944745128	634.1269710541513	66.2889890200684	0.0	84.39754712697712
8	74.26252792175093	708.3894989759021	70.22477954493372	0.0	89.9562126471769
9	84.06233007873153	792.4518290546335	82.53060864887712	0.0	95.10982146621122
10	82.6144426832082	875.0662717378419	93.96006905745038	0.0	101.25995496841942
11	86.62903607090749	961.695307808749	109.08424988316425	0.0	108.88703798221877
12	76.72134432279852	1038.416652131548	114.60834693830415	0.0	110.62117858509765
13	78.5965539049781	1117.0132060365263	123.3114939264958	0.0	114.7755256895087
14	80.62070476822171	1197.633910804747	132.49059579697186	0.0	112.8158593467395
15	80.422854246661	1278.0567650514092	142.0086272143995	0.0	120.79525531688378
16	83.9886532927546	1362.0454183441634	154.43968830941756	0.0	121.01074764613347
17	77.34148220457205	1439.3869005487352	159.90735893360682	0.0	121.1252169939748
18	83.22490517236598	1522.6118057211008	171.5967776431478	0.0	122.50094443482817
19	80.14732281175765	1602.759128532858	181.23795063254423	0.0	128.4581951960086
20	78.40133668591528	1681.1604652187737	188.35962578831706	0.0	132.95820805290452
21	81.33765888618932	1762.498124104963	198.34952983360117	0.0	136.63982648540897
22	85.07762986233344	1847.5757539672973	211.6782941339608	0.0	142.56109572232327
23	82.10762860801847	1929.683382575315	221.6958267972431	0.0	146.61739763357704
24	79.27964988343666	2008.9630324587517	229.8814039619621	0.0	152.20651252023595
25	78.23062109566312	2087.193653554415	238.35579549536047	0.0	153.13998095073535
26	84.49274770596739	2171.686401260382	252.33084328395165	0.0	153.32396630279723
27	79.45347673414467	2251.139877994528	260.1821079105536	0.0	155.64732659357233
28	78.48979454613584	2329.6296725406633	267.151290444347	0.0	158.59702781850453
29	78.41192642479085	2408.041598965453	275.5028580999226	0.0	163.36732085163854
30	84.59670465899781	2492.638303624451	288.8437563565896	0.0	168.44459182128185
31	85.56303337047103	2578.2013369949213	304.4248071267321	0.0	175.48963778551266
32	79.48589361026116	2657.687230605183	313.1182931703255	0.0	177.81034838539117
33	81.1841151484731	2738.8713457536564	323.8410781980488	0.0	181.08954026713647
34	77.58745892008707	2816.458804673742	331.08881875172403	0.0	184.40483241100398
35	85.90224251743109	2902.361047191176	346.4161400758349	0.0	187.70064568417322
36	81.19152922429717	2983.552576415471	356.7429053762189	0.0	190.13495317982466
37	80.23174139285435	3063.784317808327	366.79216034005617	0.0	193.58926671854434
38	78.56157769680681	3142.345895505132	374.3557641909689	0.0	194.73126879003925
39	79.00560258022095	3221.3514980853524	383.2800105526572	0.0	197.19757457002436
40	78.84614122212292	3300.197639307477	390.7547719686696	0.0	196.63465318651032
41	79.61839284996034	3379.8160321574373	397.4854490026202	0.0	202.15984882728603
42	82.18514200881447	3462.001174166251	408.5412019787366	0.0	201.94494169641385
43	78.0757163648216	3540.0768905310733	415.9653446670763	0.0	201.52604010783608
44	79.1550500213843	3619.2319405524577	423.69880073515463	0.0	202.09946434629563
45	84.16262033125578	3703.394560883712	437.62597612221145	0.0	205.29353605081644
46	75.92569246471126	3779.3202533484236	442.83348090679334	0.0	211.16090809593587
47	80.3535102985899	3859.673763647015	452.76952559911444	0.0	212.16496802404538
48	79.0093562235141	3938.6831198705277	461.06947357629804	0.0	213.8806687355875
49	85.90325608532017	4024.5863759558474	475.46624488789445	0.0	214.97713330364724
50	83.72233074194318	4108.308706697791	487.2712115101167	0.0	222.07940218579836
51	80.57339370344442	4188.882100401237	496.20739076484875	0.0	223.97803658790932
52	79.91959199088436	4268.801692392121	504.138442687367	0.0	228.5541537112786
53	82.15970922541483	4350.9614016175365	516.1437808224455	0.0	227.41242400963074
54	79.95561043852499	4430.91701205606	523.5429517704176	0.0	228.4141637730272
55	76.50142480200121	4507.418436858064	528.5646450731826	0.0	229.29103753332905
56	81.68938700723729	4589.107823865298	539.3997141707067	0.0	233.18136745892994
57	85.21512799286592	4674.322951858162	552.6205455567131	0.0	232.9012772404341
58	75.8978417530261	4750.220793611189	557.9967756006661	0.0	235.06796712131091
59	76.65217727931848	4826.872970890512	564.1865606850764	0.0	235.24888133910017
60	78.27829504036417	4905.151265930873	572.2712959824768	0.0	235.3306500964718
61	79.18373488267375	4984.3350008135485	580.0149384584104	0.0	237.6286295786735
62	82.7267543393239	5067.061755152869	591.5937201948709	0.0	242.21206377112557
63	80.40800836300986	5147.469763515882	600.0146509901641	0.0	247.76301613292395
64	80.01573285602308	5227.485496371905	609.0548827471943	0.0	248.81036137437889
65	83.02180963185705	5310.507306003761	622.2548313568959	0.0	250.30133975282106
66	83.06288296427857	5393.57018896804	634.6476224067765	0.0	255.98215054150984
67	81.68774872532336	5475.257937693365	644.8609931100198	0.0	255.4346973420043
68	79.62575985187503	5554.883697545236	654.7031892626723	0.0	257.44518826475723
69	80.20686644419757	5635.090563989435	664.5925392339184	0.0	260.0221274121086
70	81.62519625904439	5716.71576024848	674.8960634469306	0.0	259.15402027397835
71	77.63682047454716	5794.352580723027	680.6176082327896	0.0	259.30561287674465
72	81.54838857968582	5875.900969302714	690.915323119309	0.0	257.4631522867284
73	80.41062261444148	5956.311591917157	699.6180320020733	0.0	260.3266707611835
74	75.7368765852295	6032.048468502383	703.9205379366521	0.0	258.7123228539992
75	76.28307879752617	6108.3315472999075	708.1791270342392	0.0	258.0483395602808
76	83.11754253871284	6191.4490898386275	721.4819242564452	0.0	262.07794802491355
77	82.1089372310275	6273.558027069648	733.6454595651389	0.0	258.92558519467434
78	82.99676528796044	6356.554792357612	745.4967323063267	0.0	260.95227648850073
79	83.21366544672536	6439.768457804338	757.433689897423	0.0	264.5788917220946
80	78.56864792153033	6518.337105725868	764.9738187376411	0.0	270.5895043786251
81	76.46153278804917	6594.798638513918	770.7386151296715	0.0	271.4261255723258
82	82.2268995575675	6677.025538071484	781.5589559727599	0.0	275.86102789717467
83	76.82150027644107	6753.847038347925	788.563457724537	0.0	276.69062724973793
84	80.74277594419227	6834.589814292116	798.9140338545872	0.0	275.24484083532553
85	81.36115697316036	6915.950971265278	809.6790926307388	0.0	278.2294630860789
86	79.70945837065815	6995.660429635937	818.208386928166	0.0	278.65697096719043
87	80.194618318406	7075.8550479543455	827.3473202705813	0.0	277.25307002354384
88	83.55635079230822	7159.411398746648	841.2972896923468	0.0	280.15663221613187
89	78.71332082711263	7238.124719573762	848.9735393614206	0.0	278.7997831474405
90	76.59694620881771	7314.721665782579	853.8981772919246	0.0	277.38747195679554
91	78.14722690737294	7392.868892689956	862.0286438517891	0.0	281.4160232783497
92	76.7472428088891	7469.616135498846	867.6908899395904	0.0	277.2934351876724
93	79.54559546522964	7549.161730964072	876.5616252594442	0.0	280.73078366762303
94	78.10239078097676	7627.264121745049	884.3398005285837	0.0	283.1787544942654
95	79.49270224312923	7706.7568239881775	891.9753595755544	0.0	287.9118646546623
96	77.10097273778155	7783.857796725957	897.4035268865821	0.0	289.73342571205274
97	81.91706865227425	7865.774865378234	908.1043689681262	0.0	290.31687027127543
98	76.38716510554595	7942.1620304837825	913.8775214909994	0.0	287.33354557663034
99	82.38430835828987	8024.546338842075	923.5804872839595	0.0	296.13304833208394
100	79.64333065710034	8104.18966949917	932.6056668274276	80.23606761421524	297.41409391048296
101	80.19853970789474	8184.388209207065	941.2572741773012	80.26731108814674	305.05629971829234
102	81.1136968340605	8265.501906041125	950.3200253619776	80.26647149092493	310.98082990582265
103	86.7887793440207	8352.290685385147	965.9944824592562	80.34239605597209	320.4022979950526
104	78.27108415032225	8430.561769535467	974.5674610440337	80.36769657800443	319.89601941345023
105	78.6722552493623	8509.23402478483	982.800234832103	80.35938108173305	321.5121139989408
106	80.20035422043684	8589.434379005266	991.5983285446349	80.37020577398567	323.1784635286712
107	77.7033532544796	8667.137732259747	998.2863238541355	80.33010761205597	322.64787334204226
108	81.26871793464579	8748.406450194389	1008.4809148566762	80.4001695121849	323.3830047571995
109	83.86702238318425	8832.273472577575	1021.2547883429962	80.39821643522947	324.37076983138707
110	75.87931883826235	8908.152791415834	1026.5664678608612	80.33086519677997	325.90297440579275
111	81.1447742314733	8989.297565647308	1037.802213194415	80.27602257838565	324.5198187321122
112	84.08113558567935	9073.37870123299	1050.7572670083332	80.34962049101446	321.52963819696305
113	78.87478407248963	9152.253485305484	1058.417757774854	80.35240279268953	321.9545230882887
114	78.96206020564107	9231.215545511124	1067.1275289387738	80.33581634706374	324.23180382275194
115	84.51056074015334	9315.726106251273	1080.4185691024707	80.37669341199869	324.73722700343586
116	76.79916461616008	9392.52527086743	1086.1690710959178	80.30479852523277	323.725793479155
117	81.04703085923927	9473.572301726677	1096.71092059487	80.34185401177942	322.5374880488081
118	79.59998363391196	9553.172285360586	1105.6035573801566	80.30560479639486	324.9018171590688
119	79.50952474464032	9632.681810105227	1113.2980972928492	80.29922681572367	322.28829858928555
120	77.03701918714138	9709.71882929237	1119.03132731475	80.28558364073592	326.02896964972854
121	83.24015716801956	9792.958986460384	1131.8791532570538	80.30460862355424	324.1583114814903
122	81.09944314357077	9874.058429603952	1141.3303724441264	80.26482675636663	323.7889377500558
123	87.40359401949665	9961.462023623457	1158.1913072749148	80.31778641048142	327.488076779917
124	77.26106566163948	10038.723089285093	1164.8648183260188	80.29760056826339	335.20714312581185
125	81.82539809847394	10120.548487383563	1176.2271207791966	80.33354833829155	335.76581950597347
126	75.76310328621348	10196.311590669782	1182.0676591861425	80.24625189409403	336.4206089452199
127	80.21067898011208	10276.52226964989	1191.6586157722938	80.2538239165537	335.2828052285302
128	80.81648199835298	10357.33875164825	1199.6266529769853	80.2770907910758	336.65506763433245
129	81.58861905258532	10438.927370700832	1211.008073743743	80.30885771735382	338.4430259923064
130	81.01116571603707	10519.938536416863	1220.740949424768	80.2730023279242	341.3916502998078
131	82.19290033028308	10602.131436747155	1232.0908824823919	80.23930099752232	345.5947381213482
132	80.1587565498322	10682.290193296978	1241.9694882547278	80.24602962691797	347.66010568787533
133	84.67501569757978	10766.965208994563	1255.726110733531	80.2809386324091	349.66871985838816
134	74.46764460456262	10841.432853599126	1258.8712270911121	80.24974048925382	349.56976486448053
135	79.92545261517846	10921.358306214304	1267.8987445498653	80.18997259023135	351.13124087727175
136	79.4282786522818	11000.786584866582	1276.8976655565168	80.17234008451115	351.1904571406754
137	78.27373225769584	11079.060317124282	1283.9961323343853	80.15275999315959	350.2703613486166
138	80.15490003813345	11159.215217162413	1293.8108350422167	80.16869321657283	350.30509015356745
139	79.9959409073254	11239.21115806974	1303.6024906375571	80.17859659984384	352.91525824354005
140	75.86470078998421	11315.075858859722	1307.8397820034393	80.14878219552249	351.082220384474
141	85.07471731297026	11400.150576172693	1322.6719260416514	80.20334544015265	349.8375621363614
142	79.09268926615981	11479.24326543885	1331.3203908727498	80.17242091272605	351.5410070102535
143	82.09846845011906	11561.34173388897	1342.732805394945	80.21264843357902	353.53604077985204
144	78.98049445741034	11640.322228346384	1349.7491612025747	80.21090287793929	352.98814497007044
145	79.97250716232165	11720.294735508702	1358.9354772976615	80.16900174624999	352.93699458680743
146	75.3456245745624	11795.640360083267	1363.117223523812	80.16320106734848	356.3590309234254
147	81.88902327418064	11877.529383357441	1374.0775058326908	80.17855619710433	357.8244105345608
148	78.21356262899403	11955.742945986434	1380.9043479089562	80.17059826115914	358.0131746018175
149	81.63750566454114	12037.380451650983	1390.7891865703357	80.12794075695138	352.4381838098325
150	77.55223352277768	12114.932685173757	1397.7481288673648	80.06623978475973	350.16662150614883
151	80.70436086053849	12195.637046034295	1407.74544325617	80.06754945633067	354.0924761777802
152	78.77539847935267	12274.412444513646	1416.3491474090724	80.0561075212153	353.59039962095545
153	79.21459021625917	12353.62703472991	1425.7340059485252	80.02665633112377	356.4787269523172
154	79.07880215604513	12432.705836885956	1433.5745345292535	80.017888248299	356.49703976945307
155	77.93294470865065	12510.638781594604	1440.9320973079268	80.03220344736548	358.0865401081369
156	82.05837511494748	12592.69715670955	1451.1135432469373	80.0358933284426	359.4185540699535
157	87.08391656167018	12679.781073271224	1467.1103514087208	80.05458121413064	361.5344849972126
158	78.73743206057017	12758.518505331796	1476.125722050535	80.08297711720607	365.2941239782704
159	83.82986874878199	12842.348374080571	1487.62929967326	80.1547540319007	369.13880643377274
160	77.06730941426575	12919.415683494844	1492.7401740904231	80.1426441756397	372.6891834680071
161	80.0227933355985	12999.438476830439	1500.7703051675273	80.15103476016893	372.64313365298284
162	77.48869068476091	13076.927167515201	1507.293823942531	80.0986541236233	373.53169113511655
163	77.51803637125259	13154.445203886453	1513.4377289449258	80.06975440370576	371.51446684674943
164	83.02063983051947	13237.46584371697	1525.2557229442432	80.09980347345075	375.7568961922817
165	79.2600304127584	13316.725874129725	1532.952417786081	80.06218568125976	379.99274468944174
166	75.82153786117767	13392.547411990907	1536.8046586301964	79.98977223022877	380.5760195321148
167	78.69910668091899	13471.24651867182	1543.706539795241	79.9598858097847	382.72112259917765
168	80.741822949466	13551.988341621283	1552.6293489472469	79.9710464407606	383.446793814057
169	82.9896698022826	13634.978011423575	1564.2882248196775	79.99887447434143	381.04970598344846
170	81.28479218605187	13716.262803609627	1573.7646159055605	79.9954704336115	383.7691552569546
171	79.82182475180221	13796.084628361425	1582.3475011748262	80.01732047638406	385.41606520158314
172	85.45491641942915	13881.539544780853	1596.6953571846316	80.0563857547815	379.86510010897405
173	81.54353750581123	13963.083082286665	1608.4781866431097	80.06771490369519	377.5037023273983
174	81.07896670033958	14044.162048987007	1618.1638302962085	80.1211358048463	375.96351398072215
