task	oracle_regret	oracle_relative	oracle_reward	oracle_total_reward	static2_regret	static2_relative	static2_reward	static2_total_reward	static10_regret	static10_relative	static10_reward	static10_total_reward	static10rev_regret	static10rev_relative	static10rev_reward	static10rev_total_reward	epsilon0_regret	epsilon0_relative	epsilon0_reward	epsilon0_total_reward	epsilon10_regret	epsilon10_relative	epsilon10_reward	epsilon10_total_reward	vbde05_regret	vbde05_relative	vbde05_reward	vbde05_total_reward	vbde10_regret	vbde10_relative	vbde10_reward	vbde10_total_reward	vbde50_regret	vbde50_relative	vbde50_reward	vbde50_total_reward	vbde200_regret	vbde200_relative	vbde200_reward	vbde200_total_reward	ucb_regret	ucb_relative	ucb_reward	ucb_total_reward	pessimist_regret	pessimist_relative	pessimist_reward	pessimist_total_reward
0	6.249938417053792	0	77.04201943127399	77.04201943127399	7.537833082248046	0	79.61609204757613	79.61609204757613	0.19812398458993435	0	71.93624577436867	71.93624577436867	1.2342044717263503	0	72.67148641941789	72.67148641941789	1.584811438868104	0	72.40640128569666	72.40640128569666	5.689842197408638	0	77.20632824665228	77.20632824665228	1.4802138508531135	0	72.29954329690618	72.29954329690618	4.798113237919748	0	76.12194086064262	76.12194086064262	4.126610705609734	0	75.40466815307282	75.40466815307282	6.844250655305084	0	78.05060135148031	78.05060135148031	10.651805253579353	0	80.65519694238905	80.65519694238905	5.040280706944372	0	75.6446276735894	75.6446276735894
1	11.804652229548289	0	77.29563935889593	154.33765879016985	11.022209128949196	0	75.11483374517861	154.73092579275465	10.54075232171863	0	80.84667282882965	152.78291860319828	1.6037528241488586	0	72.96239198881617	145.6338784082341	3.85426476776278	0	72.29363613542853	144.7000374211251	9.45136702156519	0	74.78836482837028	151.99469307502252	6.595464156861172	0	76.50434660442755	148.80388990133366	6.441264845917271	0	72.82974296910703	148.95168382974964	6.531332864035558	0	74.81265829419078	150.21732644726362	14.542429621323311	0	78.63209062840082	156.6826919798811	19.037443144151272	0	80.74451216283428	161.39970910522337	13.977406395664792	0	79.97164318936183	155.6162708629512
2	15.140093372060475	0	75.69848697698225	230.03614576715228	12.892119214851066	0	72.25054189779974	226.98146769055447	13.331423705146776	0	74.3112045524791	227.0941231556774	5.442000065356103	0	75.39990459301016	221.0337830012443	6.297158073832789	0	74.66879425223549	219.36883167336055	9.955180620670678	0	73.17644338302743	225.17113645805006	12.314381501672706	0	76.12836361677934	224.93225351811304	14.319182390689038	0	77.56426931000227	226.51595313975184	12.007789942876675	0	75.29856637994818	225.51589282721164	16.101624459319872	0	72.75331916196009	229.4360111418412	20.549549402107626	0	73.21036443127265	234.61007353649592	22.529260230615918	0	79.54516333841502	235.16143420136603
3	21.70540361829548	0	77.46675407003583	307.5028998371879	18.466019090103458	0	76.22325135616641	303.20471904672075	17.190096083402956	0	76.30523659798153	303.3993597536588	10.206212562456578	0	76.01205601623673	297.0458390174809	12.465860751670832	0	77.73576842406544	297.10460009742604	17.408067437851916	0	77.51225226537845	302.6833887234284	17.870073119109204	0	75.24622767422801	300.17848119234105	16.150823603107437	0	74.21334830387569	300.7293014436274	19.151748403011535	0	78.24448343874867	303.76037626596036	20.3824659825792	0	75.66767700399927	305.1036881458406	25.163350850842935	0	75.73735229012843	310.3474258266243	30.198128006512693	0	79.79551145870273	314.9569456600689
4	28.08800987163251	0	78.31532216381473	385.81822200100265	21.46821912621769	0	73.88699179333578	377.09171084005675	22.262612598491625	0	75.03001080783325	378.429370561492	15.946756838249192	0	76.87916898717992	373.9250080046609	18.28140699848439	0	77.7863761815951	374.8909762790211	22.347920629626845	0	76.4999382668177	379.1833269902461	23.121865941586904	0	75.9253705280148	376.103851720356	17.016224827794083	0	71.75962884154555	372.48893028517307	26.57565395997061	0	78.54520070321831	382.30557696917873	22.310751231614358	0	73.60604361719085	378.70973176303124	29.539229463336643	0	74.81567972919852	385.163105555823	33.451508023071895	0	75.1632817912643	390.12022745133334
5	31.11211513631468	0	74.23729427498952	460.055516275992	24.50553321788433	0	74.4543622185155	451.5460730585721	24.067596883698396	0	73.53812179709347	451.9674923585857	20.942129086836804	0	76.81047856003214	450.73548656469296	21.826127845346313	0	75.2132426653604	450.10421894438144	26.35788494421859	0	75.30162373240479	454.4849507226509	25.045231406485158	0	73.62225165441133	449.7261033747669	18.567519502865135	0	73.50758440912252	445.99651469429574	29.518040992677175	0	73.69996658109035	456.00554355026924	28.090304636631945	0	76.56554010845268	455.27527187148394	38.234961474214124	0	79.9710072116472	465.1341127674699	38.32702184276061	0	75.39189783375002	465.51212528508324
6	34.64704120607968	0	74.88162439333976	534.9371406693317	28.03776884011891	0	74.19579645254005	525.7418695111122	28.19157907558611	0	76.6384243692205	528.605916727806	25.38929158538935	0	75.36999159092363	526.1054781556165	24.516296826547087	0	73.64013594714973	523.7443548915311	35.46437896100338	0	79.33727950440453	533.8222302270555	33.836408997519804	0	78.24884019395438	527.9749435687215	19.031281777125336	0	72.29400451715527	518.2905192114507	34.975085859029086	0	76.49614530705531	532.5016888573241	28.888684052849435	0	72.34132893501372	527.6166008064979	40.702297932279265	0	73.22342051689866	538.3575332843687	43.09116367441019	0	75.3554015348761	540.8675268199593
7	38.94724690687329	0	74.92906608998413	609.8662067593158	32.23174799674141	0	74.6279789612963	600.3698484724086	34.19869057369453	0	77.01210020925183	605.6180169370579	27.85137964813379	0	74.43028446688353	600.5357626225	29.632976179742524	0	75.87721623706624	599.6215711285977	42.35775707815839	0	77.51356424099333	611.3357944680487	39.28849119808292	0	75.99248927832485	603.9674328470464	26.64542360646054	0	77.21014603748867	595.5006652489398	36.98362017588418	0	73.54923195809441	606.0509208154186	32.24786336441887	0	74.41507963381208	602.0316804403097	44.488920010561195	0	75.03148244340207	613.3890157277707	46.562692682294674	0	75.00685133974267	615.8743781597022
8	40.30509107216581	0	72.75097779625642	682.6171845555727	42.446045010970174	0	80.4037742684919	680.7736227409001	37.966640203629254	0	73.73758092508658	679.3555978621445	34.256025822424824	0	77.29814369213628	677.8339063146364	31.023030987092557	0	71.57235724237913	671.1939283709763	45.584446229577594	0	72.87767140178225	684.2134658698307	42.60945477923382	0	75.06363583721077	679.0310686842572	32.765486034073184	0	76.92112447385662	672.4217897227961	42.87597457099237	0	77.70012873519366	683.7510495506125	41.69412866952065	0	80.02044189559003	682.0521223358996	45.68692314703346	0	73.25909993591532	686.6481156636862	49.09112659731198	0	73.21858408879783	689.0929622484997
9	46.58260814470193	0	78.10562746735098	760.7228120229236	48.913048739160715	0	78.11589495338112	758.8895176942815	41.60451708213327	0	74.07552053683449	753.4311183989793	35.871311463676705	0	73.5107978272739	751.3447041419099	32.68707550527844	0	73.1028645057635	744.29679287674	50.19985280845262	0	76.32056150416223	760.534027373993	46.55914738195046	0	74.8114893972637	753.8425580815206	34.60498899373136	0	72.44286182211937	744.8646515449159	44.953025248018776	0	74.41072137271205	758.1617709233245	45.02501987159498	0	73.89095677539558	755.9430791112953	47.91913201391097	0	74.23805836064399	760.8861740243302	52.146926687643564	0	74.10133404279962	763.1942962912992
