task	r0_energy	r0_config	r0_reward	r0_regret	r0_relative	r1_energy	r1_config	r1_reward	r1_regret	r1_relative	r2_energy	r2_config	r2_reward	r2_regret	r2_relative	r3_energy	r3_config	r3_reward	r3_regret	r3_relative	r4_energy	r4_config	r4_reward	r4_regret	r4_relative	r5_energy	r5_config	r5_reward	r5_regret	r5_relative	r6_energy	r6_config	r6_reward	r6_regret	r6_relative	r7_energy	r7_config	r7_reward	r7_regret	r7_relative	r8_energy	r8_config	r8_reward	r8_regret	r8_relative	r9_energy	r9_config	r9_reward	r9_regret	r9_relative	r10_energy	r10_config	r10_reward	r10_regret	r10_relative	r11_energy	r11_config	r11_reward	r11_regret	r11_relative	r12_energy	r12_config	r12_reward	r12_regret	r12_relative	r13_energy	r13_config	r13_reward	r13_regret	r13_relative	r14_energy	r14_config	r14_reward	r14_regret	r14_relative	r15_energy	r15_config	r15_reward	r15_regret	r15_relative	r16_energy	r16_config	r16_reward	r16_regret	r16_relative	r17_energy	r17_config	r17_reward	r17_regret	r17_relative	r18_energy	r18_config	r18_reward	r18_regret	r18_relative	r19_energy	r19_config	r19_reward	r19_regret	r19_relative	r20_energy	r20_config	r20_reward	r20_regret	r20_relative	r21_energy	r21_config	r21_reward	r21_regret	r21_relative	r22_energy	r22_config	r22_reward	r22_regret	r22_relative	r23_energy	r23_config	r23_reward	r23_regret	r23_relative	r24_energy	r24_config	r24_reward	r24_regret	r24_relative	r25_energy	r25_config	r25_reward	r25_regret	r25_relative	r26_energy	r26_config	r26_reward	r26_regret	r26_relative	r27_energy	r27_config	r27_reward	r27_regret	r27_relative	r28_energy	r28_config	r28_reward	r28_regret	r28_relative	r29_energy	r29_config	r29_reward	r29_regret	r29_relative	r30_energy	r30_config	r30_reward	r30_regret	r30_relative	r31_energy	r31_config	r31_reward	r31_regret	r31_relative	r32_energy	r32_config	r32_reward	r32_regret	r32_relative	r33_energy	r33_config	r33_reward	r33_regret	r33_relative	r34_energy	r34_config	r34_reward	r34_regret	r34_relative	r35_energy	r35_config	r35_reward	r35_regret	r35_relative	r36_energy	r36_config	r36_reward	r36_regret	r36_relative	r37_energy	r37_config	r37_reward	r37_regret	r37_relative	r38_energy	r38_config	r38_reward	r38_regret	r38_relative	r39_energy	r39_config	r39_reward	r39_regret	r39_relative	r40_energy	r40_config	r40_reward	r40_regret	r40_relative	r41_energy	r41_config	r41_reward	r41_regret	r41_relative	r42_energy	r42_config	r42_reward	r42_regret	r42_relative	r43_energy	r43_config	r43_reward	r43_regret	r43_relative	r44_energy	r44_config	r44_reward	r44_regret	r44_relative	r45_energy	r45_config	r45_reward	r45_regret	r45_relative	r46_energy	r46_config	r46_reward	r46_regret	r46_relative	r47_energy	r47_config	r47_reward	r47_regret	r47_relative	r48_energy	r48_config	r48_reward	r48_regret	r48_relative	r49_energy	r49_config	r49_reward	r49_regret	r49_relative	r50_energy	r50_config	r50_reward	r50_regret	r50_relative	r51_energy	r51_config	r51_reward	r51_regret	r51_relative	r52_energy	r52_config	r52_reward	r52_regret	r52_relative	r53_energy	r53_config	r53_reward	r53_regret	r53_relative	r54_energy	r54_config	r54_reward	r54_regret	r54_relative	r55_energy	r55_config	r55_reward	r55_regret	r55_relative	r56_energy	r56_config	r56_reward	r56_regret	r56_relative	r57_energy	r57_config	r57_reward	r57_regret	r57_relative	r58_energy	r58_config	r58_reward	r58_regret	r58_relative	r59_energy	r59_config	r59_reward	r59_regret	r59_relative	r60_energy	r60_config	r60_reward	r60_regret	r60_relative	r61_energy	r61_config	r61_reward	r61_regret	r61_relative	r62_energy	r62_config	r62_reward	r62_regret	r62_relative	r63_energy	r63_config	r63_reward	r63_regret	r63_relative	r64_energy	r64_config	r64_reward	r64_regret	r64_relative	r65_energy	r65_config	r65_reward	r65_regret	r65_relative	r66_energy	r66_config	r66_reward	r66_regret	r66_relative	r67_energy	r67_config	r67_reward	r67_regret	r67_relative	r68_energy	r68_config	r68_reward	r68_regret	r68_relative	r69_energy	r69_config	r69_reward	r69_regret	r69_relative	r70_energy	r70_config	r70_reward	r70_regret	r70_relative	r71_energy	r71_config	r71_reward	r71_regret	r71_relative	r72_energy	r72_config	r72_reward	r72_regret	r72_relative	r73_energy	r73_config	r73_reward	r73_regret	r73_relative	r74_energy	r74_config	r74_reward	r74_regret	r74_relative	r75_energy	r75_config	r75_reward	r75_regret	r75_relative	r76_energy	r76_config	r76_reward	r76_regret	r76_relative	r77_energy	r77_config	r77_reward	r77_regret	r77_relative	r78_energy	r78_config	r78_reward	r78_regret	r78_relative	r79_energy	r79_config	r79_reward	r79_regret	r79_relative	r80_energy	r80_config	r80_reward	r80_regret	r80_relative	r81_energy	r81_config	r81_reward	r81_regret	r81_relative	r82_energy	r82_config	r82_reward	r82_regret	r82_relative	r83_energy	r83_config	r83_reward	r83_regret	r83_relative	r84_energy	r84_config	r84_reward	r84_regret	r84_relative	r85_energy	r85_config	r85_reward	r85_regret	r85_relative	r86_energy	r86_config	r86_reward	r86_regret	r86_relative	r87_energy	r87_config	r87_reward	r87_regret	r87_relative	r88_energy	r88_config	r88_reward	r88_regret	r88_relative	r89_energy	r89_config	r89_reward	r89_regret	r89_relative	r90_energy	r90_config	r90_reward	r90_regret	r90_relative	r91_energy	r91_config	r91_reward	r91_regret	r91_relative	r92_energy	r92_config	r92_reward	r92_regret	r92_relative	r93_energy	r93_config	r93_reward	r93_regret	r93_relative	r94_energy	r94_config	r94_reward	r94_regret	r94_relative	r95_energy	r95_config	r95_reward	r95_regret	r95_relative	r96_energy	r96_config	r96_reward	r96_regret	r96_relative	r97_energy	r97_config	r97_reward	r97_regret	r97_relative	r98_energy	r98_config	r98_reward	r98_regret	r98_relative	r99_energy	r99_config	r99_reward	r99_regret	r99_relative	c0	c1
0	66.35476243960879	0	66.35476243960879	16.480466439294318	0.0	89.44674392236817	0	89.44674392236817	50.80796947034447	0.0	95.66988208429947	0	95.66988208429947	57.16140798386496	0.0	93.744705859816	0	93.744705859816	42.903722987705244	0.0	77.92914242990626	0	77.92914242990626	45.23737878765006	0.0	62.9059447472395	0	62.9059447472395	35.11735216028016	0.0	63.865533858624104	0	63.865533858624104	10.141587733646865	0.0	80.12279966124227	0	80.12279966124227	21.75123475687893	0.0	76.52618613862711	0	76.52618613862711	13.93342044804858	0.0	68.4516155480331	0	68.4516155480331	7.090025957948278	0.0	70.59007985671721	0	70.59007985671721	-1.0928887487903438	0.0	74.50603933422387	0	74.50603933422387	32.57974655103292	0.0	73.72768000768679	0	73.72768000768679	31.42240192069518	0.0	156.744705859816	0	156.744705859816	89.39605917415491	0.0	151.744705859816	0	151.744705859816	113.92926645108705	0.0	85.62968622934699	0	85.62968622934699	40.07661468310538	0.0	58.87282016212681	0	58.87282016212681	-9.203002384979705	0.0	91.06810242602216	0	91.06810242602216	35.2447524551209	0.0	79.56898708144988	0	79.56898708144988	10.941862617913728	0.0	82.56665931885904	0	82.56665931885904	32.28817097323255	0.0	78.17369699798236	0	78.17369699798236	34.98587975588914	0.0	81.73856505836964	0	81.73856505836964	-1.5200480276626251	0.0	68.40060876522617	0	68.40060876522617	-21.10148432037991	0.0	57.744705859815994	0	57.744705859815994	23.477659983230474	0.0	74.93721712582915	0	74.93721712582915	18.856359945117333	0.0	69.30676976263723	0	69.30676976263723	3.9233020174692683	0.0	66.98425567844272	0	66.98425567844272	33.97551714620661	0.0	83.09268731052478	0	83.09268731052478	26.096161205821275	0.0	81.45615933268436	0	81.45615933268436	38.35300991262165	0.0	64.86588770746968	0	64.86588770746968	21.201057646895315	0.0	72.26684085991462	0	72.26684085991462	25.478164808330483	0.0	64.61703765448631	0	64.61703765448631	36.29612221810109	0.0	64.82363075364012	0	64.82363075364012	14.552994670345718	0.0	91.744705859816	0	91.744705859816	51.75233153548325	0.0	60.744705859815994	0	60.744705859815994	9.338294916286145	0.0	72.31589946269887	0	72.31589946269887	38.73516843243032	0.0	68.05919063672773	0	68.05919063672773	12.879160950850618	0.0	66.02328937927706	0	66.02328937927706	2.3534416187789304	0.0	64.73935098283324	0	64.73935098283324	3.5980503353193356	0.0	72.46853565706914	0	72.46853565706914	21.58841544292477	0.0	83.45753579413778	0	83.45753579413778	13.423238219438588	0.0	68.45765038366724	0	68.45765038366724	8.455076842387754	0.0	72.67678790312964	0	72.67678790312964	32.22375077307179	0.0	81.744705859816	0	81.744705859816	28.932548524718456	0.0	77.6412760141453	0	77.6412760141453	16.422294172334702	0.0	86.744705859816	0	86.744705859816	62.58160102274958	0.0	83.18284573053676	0	83.18284573053676	44.3486867734955	0.0	61.971697671192615	0	61.971697671192615	4.8082237130408245	0.0	60.11965689598429	0	60.11965689598429	13.441424816535331	0.0	73.70051782398589	0	73.70051782398589	17.269580850694325	0.0	72.835228571943	0	72.835228571943	28.552722041628414	0.0	75.77628909991749	0	75.77628909991749	29.359665304370886	0.0	60.33501288798229	0	60.33501288798229	16.408340014811678	0.0	72.04273280496153	0	72.04273280496153	30.26654709539269	0.0	193.744705859816	0	193.744705859816	137.57519035883155	0.0	64.95030831310999	0	64.95030831310999	7.9720197407717635	0.0	82.34691697346747	0	82.34691697346747	7.437358598473168	0.0	67.56558863253137	0	67.56558863253137	14.2741711200254	0.0	77.3612591286248	0	77.3612591286248	28.175277932745097	0.0	70.44807494414736	0	70.44807494414736	22.851233431925586	0.0	62.93997938176894	0	62.93997938176894	4.2688302779184255	0.0	56.84353120818177	0	56.84353120818177	1.362969658863797	0.0	71.76660335040127	0	71.76660335040127	25.36158824970861	0.0	77.09970796571048	0	77.09970796571048	19.45180085677365	0.0	71.83070669564039	0	71.83070669564039	38.33454540297185	0.0	53.214516195178604	0	53.214516195178604	3.8686011941272866	0.0	78.58405337081129	0	78.58405337081129	20.29511901747329	0.0	67.34716822123934	0	67.34716822123934	13.083075442533158	0.0	80.48994650656472	0	80.48994650656472	19.039438704049225	0.0	78.0801098223091	0	78.0801098223091	15.208057124605162	0.0	63.499246692773795	0	63.499246692773795	17.88511468216287	0.0	72.6790134433785	0	72.6790134433785	31.656432583171423	0.0	85.18231080806692	0	85.18231080806692	50.9553811738172	0.0	68.17550675948395	0	68.17550675948395	24.99941676421001	0.0	65.7885049496142	0	65.7885049496142	26.86359473441052	0.0	74.44840022984837	0	74.44840022984837	6.666883010938193	0.0	88.06515014846691	0	88.06515014846691	21.53931014802484	0.0	78.8251698675134	0	78.8251698675134	17.200019785011094	0.0	72.28437460957679	0	72.28437460957679	19.742230886202698	0.0	79.27265543247694	0	79.27265543247694	32.216513099714106	0.0	83.39439445277827	0	83.39439445277827	41.95658114386213	0.0	72.33099745955434	0	72.33099745955434	-12.132918788475251	0.0	72.06300833000695	0	72.06300833000695	41.19198471696585	0.0	80.98374548526573	0	80.98374548526573	42.62188483587887	0.0	61.01317193745085	0	61.01317193745085	14.143104403612774	0.0	74.6956912243664	0	74.6956912243664	40.36929918375388	0.0	54.744705859815994	0	54.744705859815994	-15.567646916522236	0.0	73.28824282715523	0	73.28824282715523	32.78566740557271	0.0	71.31903417070546	0	71.31903417070546	25.005024920089745	0.0	93.744705859816	0	93.744705859816	63.597498505278345	0.0	55.972333986035125	0	55.972333986035125	15.315954061810608	0.0	89.43007226177359	0	89.43007226177359	55.24028650741682	0.0	70.04382555835103	0	70.04382555835103	15.387001052112346	0.0	76.744705859816	0	76.744705859816	32.51082185614902	0.0	71.35000522297538	0	71.35000522297538	28.885575171732526	0.0	61.03385912162842	0	61.03385912162842	24.220897385389733	0.0	65.38068315645874	0	65.38068315645874	10.56266002902018	0.0	165.744705859816	0	165.744705859816	134.68462910074618	0.0	64.6663043240357	0	64.6663043240357	26.80145910317664	0.0	63.44105924393605	0	63.44105924393605	7.002461610018528	0.0	100	0
1	79.19638669716677	0	145.55114913677556	35.23948504932082	0.0	72.33092228618351	0	161.7776662085517	52.384202079569235	0.0	79.06504724897329	0	174.73492933327276	99.14684921907708	0.0	170.744705859816	0	264.489411719632	138.3038029726533	0.0	129.744705859816	0	207.6738482897223	138.14478940405186	0.0	71.69563938198158	0	134.60158412922107	34.08695746667061	0.0	64.23740887919321	0	128.10294273781733	3.7105872217498757	0.0	75.33541208968742	0	155.4582117509297	52.96923707512468	0.0	76.28438435959647	0	152.81057049822357	54.81057845107098	0.0	84.744705859816	0	153.1963214078491	45.67585891177602	0.0	90.86636814344712	0	161.45644800016433	46.19267905788223	0.0	72.76316629328718	0	147.26920562751104	44.17040258641407	0.0	74.16499510316206	0	147.89267511084884	71.84419244798661	0.0	93.00953493493523	0	249.75424079475124	120.38163060607124	0.0	63.85935102153636	0	215.60405688135236	114.63024214458511	0.0	80.97795556852391	0	166.60764179787088	84.03248287033438	0.0	73.32761806029553	0	132.20043822242235	35.42699686344875	0.0	60.557764384527104	0	151.62586681054927	65.52775585119798	0.0	68.744705859816	0	148.31369294126586	30.66264129421387	0.0	62.42764265066581	0	144.99430196952486	42.85446221407264	0.0	69.37474269411025	0	147.54843969209261	11.454357443507888	0.0	71.80598823059535	0	153.544553288965	38.903107685675224	0.0	70.21659156777291	0	138.61720033299906	9.60225178304151	0.0	72.199611409235	0	129.944317269051	38.989672907548794	0.0	131.744705859816	0	206.68192298564514	112.6262972636978	0.0	71.4073027142719	0	140.71407247690914	30.877505894237856	0.0	67.10272398285957	0	134.08697966130228	71.39906176357472	0.0	102.88079226700573	0	185.9734795775305	75.09038632470592	0.0	81.84524877055884	0	163.3014081032432	66.84247029061613	0.0	70.89597580530254	0	135.7618635127722	60.34728879662306	0.0	66.0407394323011	0	138.30758029221573	58.79242684541754	0.0	67.29718748562507	0	131.9142251401114	62.44258730284412	0.0	72.36223770411473	0	137.18586845775485	25.762366419929975	0.0	65.62335997013703	0	157.36806582995303	73.24801810425427	0.0	86.08658600757752	0	146.83129186739353	51.10621101312435	0.0	69.16458949257562	0	141.4804889552745	46.421275067511246	0.0	67.56195689080498	0	135.6211475275327	24.68021409348151	0.0	83.78642785251142	0	149.80971723178848	27.356786175453806	0.0	57.17262674048292	0	121.91197772331617	14.944011324612461	0.0	65.97440222694563	0	138.44293788401478	44.37574130211482	0.0	88.08798046833806	0	171.54551626247584	39.23129327378237	0.0	70.87935838895297	0	139.3370087726202	61.39227791323165	0.0	78.86614459307098	0	151.54293249620062	56.74038483467676	0.0	83.75718963348335	0	165.50189549329934	65.71041907445316	0.0	73.6209209370624	0	151.2621969512077	23.075250913090343	0.0	70.4356482745848	0	157.1803541344008	84.37694547755056	0.0	61.21490168625011	0	144.39774741678687	40.20634549122403	0.0	78.96939142624328	0	140.9410890974359	3.490195640975145	0.0	61.75625300599772	0	121.87590990198201	10.546866951943045	0.0	67.81494746669155	0	141.51546529067744	38.946017378367884	0.0	69.72755781123966	0	142.56278638318267	47.93114438432869	0.0	67.30773851654457	0	143.08402761646207	21.169722341273086	0.0	88.57805165188734	0	148.91306453986962	49.97614665089405	0.0	174.744705859816	0	246.78743866477754	150.10047460113952	0.0	73.00938770940894	0	266.75409356922495	172.95944117838377	0.0	86.26745806576464	0	151.21776637887461	43.774157349422154	0.0	83.87842786438189	0	166.22534483784938	47.33773943148606	0.0	70.51397040598737	0	138.07955903851874	27.363755706919818	0.0	76.11472448395338	0	153.47598361257818	33.06706642157499	0.0	80.1031897045424	0	150.55126464868977	43.49925541063001	0.0	66.09905225826127	0	129.0390316400302	34.48909380972509	0.0	65.39158753606995	0	122.23511874425172	11.632014677521752	0.0	58.098497478907625	0	129.8651008293089	26.0440473578266	0.0	71.74356408999087	0	148.84327205570133	47.16135801427447	0.0	71.12795287389902	0	142.9586595695394	52.405738164553284	0.0	63.71158491646231	0	116.92610111164092	6.926052702823057	0.0	74.21492365422705	0	152.79897702503834	59.739007362226715	0.0	75.34855290092881	0	142.69572112216815	39.39053046193084	0.0	68.48180801193851	0	148.97175451850325	33.70770635451194	0.0	70.021886155336	0	148.10199597764512	46.224625679856274	0.0	59.52868887655647	0	123.02793556933027	29.370339011851087	0.0	80.30830581069706	0	152.98731925407554	62.83006186485335	0.0	65.16555977733972	0	150.34787058540664	43.72095318139472	0.0	75.94782190990404	0	144.123328669388	15.322202665637349	0.0	61.8596249296192	0	127.6481298792334	48.558455759442566	0.0	65.05832034249397	0	139.50672057234235	36.211881842232856	0.0	68.8468865522492	0	156.9120367007161	41.268600948715644	0.0	71.81010515342315	0	150.63527502093655	22.535224739456424	0.0	64.3589781186803	0	136.64335272825707	41.140855175950506	0.0	88.98409123279492	0	168.25674666527186	95.46296190979598	0.0	72.19884812145486	0	155.59324257423313	77.6891068695205	0.0	77.66837312778078	0	149.99937058733514	13.692651915401086	0.0	65.32504026194958	0	137.38804859195653	47.423383954520915	0.0	71.79857031566296	0	152.7823158009287	70.61566301664575	0.0	76.26721707630999	0	137.28038901376084	40.211791346906864	0.0	68.09454861563867	0	142.79023984000509	66.70650599005072	0.0	74.2001391426994	0	128.9448450025154	7.965613047127022	0.0	66.68589355605911	0	139.97413638321433	65.0511190023531	0.0	157.744705859816	0	229.06374003052147	131.4729333744629	0.0	72.36908104302331	0	166.1137869028393	94.06816425819522	0.0	135.744705859816	0	191.71703984585113	116.48463395347045	0.0	63.13961850326609	0	152.5696907650397	74.28484970187978	0.0	80.23059221197369	0	150.2744177703247	34.1552305989494	0.0	60.304651430223664	0	137.04935729003967	10.462036991296273	0.0	62.904554101236585	0	134.25455932421198	45.69616815793569	0.0	92.33886083973447	0	153.3727199613629	63.438555276687936	0.0	69.41400958835281	0	134.79469274481156	29.029748927821245	0.0	71.38138632462395	0	237.12609218443995	137.53988974288535	0.0	74.73442293254844	0	139.40072725658416	49.843666306946076	0.0	83.64370009771535	0	147.08475934165142	40.182445930499384	0.0	100	0
2	63.79225413558767	1	209.34340327236322	57.690891164577266	0.0	63.47797852772707	1	225.25564473627875	68.31018723391699	0.0	70.46603073216961	1	245.20096006544236	124.4402712673668	0.0	60.048097558813325	1	324.5375092784453	162.38745060721573	0.0	72.6002544016012	1	280.2741026913235	157.38103697667032	0.0	68.02039777619248	1	202.62198190541355	57.05494171313936	0.0	73.45448616429236	1	201.55742890210968	29.025387156456787	0.0	76.82707429213576	1	232.28528604306547	75.19663270944108	0.0	83.74420697236883	1	236.5547774705924	89.78999357696662	0.0	78.98682542695357	1	232.18314683480267	64.42803671815005	0.0	106.744705859816	1	268.2011538599803	115.37330553125611	0.0	172.744705859816	1	320.01391148732705	164.88465012429833	0.0	70.37394511710475	1	218.26662022795358	95.10018777519818	0.0	70.09709287078918	1	319.85133366554044	146.11243809386687	0.0	79.08171548952402	1	294.6857723708764	130.59220434141326	0.0	97.41656072252707	1	264.0242025203979	144.8428550535449	0.0	81.0682721617851	1	213.26871038420745	61.77075093233813	0.0	88.30655141138212	1	239.93241822193139	120.86898996563494	0.0	64.7316979328185	1	213.04539087408438	29.819751942840497	0.0	60.436340277033985	1	205.43064224655885	67.14839819813534	0.0	69.23209644501698	1	216.7805361371096	6.276119469084335	0.0	60.09329090295152	1	213.63784419191654	67.1663051119759	0.0	67.61892286586712	1	206.23612319886618	35.556261930867436	0.0	77.97759045873147	1	207.92190772778247	80.27673954251144	0.0	77.39608898220466	1	284.0780119678498	133.79473863346112	0.0	71.54942309315723	1	212.26349557006637	65.83135485023496	0.0	66.38320881253593	1	200.47018847383822	96.38981680876435	0.0	74.25833231982018	1	260.23181189735067	106.1625038977551	0.0	58.16993594278505	1	221.47134404602826	73.04344094188338	0.0	54.38435964957958	1	190.1462231623518	74.89784463004418	0.0	62.814838101384225	1	201.12241839359996	68.70589643701982	0.0	77.57002078783309	1	209.48424592794447	100.32498415055572	0.0	66.41364956552924	1	203.59951802328408	59.85868510941228	0.0	61.32869286056327	1	218.6967586905163	113.5321547150329	0.0	63.86411901563802	1	210.69541088303154	76.5868191400082	0.0	66.82376285809096	1	208.30425181336545	44.50621634166518	0.0	74.4700174576702	1	210.0911649852029	39.06740089783858	0.0	66.52553678589535	1	216.33525401768384	35.33840329444962	0.0	64.59921193874983	1	186.511189662066	34.46071992818332	0.0	54.33829194685192	1	192.7812298308667	33.72686503581804	0.0	94.23215205534476	1	265.7776683178206	89.00692394136132	0.0	73.65364573177331	1	212.99065450439352	98.98925707291045	0.0	69.25674864878616	1	220.79968114498678	92.26914116924695	0.0	52.995373146428385	1	218.49726863972774	55.24885487747787	0.0	123.744705859816	1	275.0069028110237	104.61600743199165	0.0	74.85113796227704	1	232.03149209667782	113.84415291059987	0.0	71.47816274753242	1	215.8759101643193	53.73739992401056	0.0	64.24134366928493	1	205.18243276672084	2.311805937164621	0.0	75.76513537863276	1	197.64104528061478	55.0917062219537	0.0	82.39312451406582	1	223.90858980474326	45.033544322238185	0.0	64.76984981063305	1	207.33263619381572	69.39160563240566	0.0	65.08406031139317	1	208.16808792785525	19.75566370745105	0.0	64.86017572096183	1	213.77324026083147	77.96096629530703	0.0	77.3952747754588	1	324.18271344023634	179.42555147824856	0.0	84.74585832645376	1	351.4999518956787	194.00859870937757	0.0	73.0489659551336	1	224.26673233400822	49.428695144315554	0.0	81.85680431435665	1	248.08214915220603	82.07491329883399	0.0	78.89513961115924	1	216.97469864967798	45.561175928709645	0.0	85.5193723476315	1	238.99535596020968	58.33465360430753	0.0	80.46165896371164	1	231.0129236124014	80.09612864402015	0.0	90.06931123847055	1	219.10834287850076	86.6671757342636	0.0	63.80701177780985	1	186.04213052206157	21.405519575942066	0.0	71.18822317630945	1	201.05332400561832	38.100816176270996	0.0	79.63608907905727	1	228.47936113475862	73.56196650970543	0.0	135.744705859816	1	278.7033654293554	128.88340618922007	0.0	75.49878514449519	1	192.42488625613612	49.82126265683621	0.0	78.89914409737199	1	231.69812112241033	99.99829926445787	0.0	96.7732489851847	1	239.46897010735285	81.87689025013788	0.0	77.70831492478544	1	226.6800694432887	63.02919400452865	0.0	66.49828761042744	1	214.60028358807256	41.91601184396066	0.0	86.82524199728203	1	209.85317756661232	58.40914759115083	0.0	78.79319658022746	1	231.780515834303	117.3877113545975	0.0	58.846324530243976	1	209.19419511565061	53.69766402893154	0.0	73.59303137246542	1	217.71636004185342	41.637826909153546	0.0	74.744705859816	1	202.3928357390494	54.17646933756805	0.0	69.70915232419868	1	209.21587289654104	62.4700396409587	0.0	80.79037920277824	1	237.70241590349434	67.33161774999553	0.0	90.744705859816	1	241.37998088075256	38.43694435305275	0.0	73.71736314776409	1	210.36071587602117	31.38663884672036	0.0	177.744705859816	1	346.00145252508787	223.15759784591384	0.0	77.3234507402575	1	232.91669331449063	119.49523633669804	0.0	62.839225711029	1	212.83859629836414	36.098788890807185	0.0	81.64539857564239	1	219.03344716759892	58.32344175157829	0.0	84.7039455203733	1	237.48626132130198	109.83231570750749	0.0	84.84127164255469	1	222.12166065631553	71.7297128520672	0.0	77.29013455781757	1	220.08037439782265	79.40508475758594	0.0	75.4199597249228	1	204.36480472743818	25.1121031451988	0.0	70.90599036940998	1	210.8801267526243	87.29609616797717	0.0	72.48520366042341	1	301.5489436909449	146.02893603238738	0.0	72.61294960650443	1	238.72673650934374	112.4204342155608	0.0	70.45452521711545	1	262.1715650629666	143.0844689060048	0.0	76.09170520805232	1	228.661395973092	78.06241893657563	0.0	82.08289446327915	1	232.35731223360386	75.84179801967446	0.0	68.06804369285341	1	205.11740098289306	15.894118818505945	0.0	145.744705859816	1	279.999265184028	156.63624123650737	0.0	74.474793583211	1	227.84751354457387	89.44880875871172	0.0	62.20778155777525	1	197.0024743025868	55.69574525704937	0.0	42.744705859815994	1	279.87079804425593	139.0516828271701	0.0	76.50843892028313	1	215.9091661768673	80.0122250639275	0.0	56.54559445214838	1	203.6303537937998	39.78756776890299	0.0	0	100
