task	oracle_regret	oracle_relative	oracle_reward	oracle_total_reward	static2_regret	static2_relative	static2_reward	static2_total_reward	static10_regret	static10_relative	static10_reward	static10_total_reward	static10rev_regret	static10rev_relative	static10rev_reward	static10rev_total_reward	epsilon0_regret	epsilon0_relative	epsilon0_reward	epsilon0_total_reward	epsilon10_regret	epsilon10_relative	epsilon10_reward	epsilon10_total_reward	vbde05_regret	vbde05_relative	vbde05_reward	vbde05_total_reward	vbde10_regret	vbde10_relative	vbde10_reward	vbde10_total_reward	vbde50_regret	vbde50_relative	vbde50_reward	vbde50_total_reward	vbde200_regret	vbde200_relative	vbde200_reward	vbde200_total_reward	ucb_regret	ucb_relative	ucb_reward	ucb_total_reward	pessimist_regret	pessimist_relative	pessimist_reward	pessimist_total_reward
0	6.262324218036753	0	57.51158524915709	57.51158524915709	16.730794414475774	0	65.64197524285926	65.64197524285926	8.876465898969537	0	58.516927092748205	58.516927092748205	30.74827367637304	0	75.5230146128566	75.5230146128566	4.637879966653169	0	52.28801001699478	52.28801001699478	9.408244260846132	0	58.00966157592893	58.00966157592893	6.572950267280126	0	56.04387063724076	56.04387063724076	6.215477514867156	0	54.13977078312896	54.13977078312896	8.176756624643163	0	55.16432502152605	55.16432502152605	4.283204913538275	0	54.222285323315084	54.222285323315084	5.662044893500628	0	53.853856631525076	53.853856631525076	26.70387210044013	0	76.79445928544754	76.79445928544754
1	14.647652542298609	0	56.521813652088085	114.03339890124518	24.18059973786949	0	55.89196553815611	121.5339407810154	13.2598640033529	0	51.99575101924257	110.51267811199081	56.81405235025668	0	74.48671679967761	150.0097314125342	25.809647310210625	0	72.50435608474282	124.79236610173758	39.07036088611901	0	79.46948550367028	137.47914707959913	33.50421414155771	0	75.08930949430403	131.13318013154478	34.83950447484508	0	76.7401180181711	130.87988880130007	36.468699330019525	0	76.11687597217693	131.28120099370298	32.882072277924635	0	77.985351994019	132.20763731733408	33.924838658982864	0	76.11294895776291	129.96680558928801	53.26508642062725	0	77.42566877190899	154.22012805735653
2	22.25684074512681	0	56.95797196646911	170.9913708677143	52.05640922806034	0	77.33438840756416	198.86832918857948	24.01777243576943	0	59.894556879268706	170.4072349912594	82.90052309603863	0	76.78268283830424	226.79241425083833	31.251641625349954	0	54.92730938773992	179.7196754894775	52.37979259830174	0	63.03534069451097	200.51448777411005	51.80492247921918	0	65.28926358377004	196.42244371531476	50.96348554109082	0	64.17343170115187	195.05332050245187	50.282326749751576	0	63.231550404637986	194.51275139834095	48.736499546069325	0	66.43324355808618	198.64088087542015	45.437983383990115	0	56.806309593201796	186.7731151824897	80.26517803514692	0	76.9380192188355	231.15814727619195
3	31.930848990658856	0	56.323193264740006	227.31456413245436	78.0752116695157	0	75.09304931388513	273.9613785024645	30.62314448697884	0	52.92562648871556	223.33286147997512	115.48895913313167	0	79.72595483976816	306.5183690906065	42.01966595672459	0	59.11909763309126	238.8387731225688	62.01643463059676	0	57.88407167560097	258.39855944971123	76.90817416180306	0	71.72942548361674	268.1518691989316	67.41122478543771	0	67.85999486841779	262.9133153708697	67.76977581147271	0	64.17946993033166	258.6922213286727	61.940406544778135	0	60.350066534506716	258.99094740992695	70.79107591187568	0	73.4743157291146	260.2474309116044	107.18061800720636	0	76.92654811973335	308.0846953959253
4	37.54521515455736	0	54.23204469910375	281.54660883155805	86.78512384344043	0	55.85541684110296	329.8167953435677	35.32518022030772	0	56.4788057727361	279.8116672527111	145.8399080724642	0	78.45383886066233	384.9722079512685	47.60527536674652	0	54.146438448649434	292.98521157121803	71.10189398431389	0	57.812820548704984	316.21137999841625	92.97379889412508	0	64.67582523422581	332.82769443315743	80.62845461822074	0	62.49119605623755	325.40451142710714	82.93103186332115	0	63.59875065793433	322.29097198660696	78.01814180352581	0	61.7738878272753	320.7648352372022	76.50842952756803	0	54.02439934976489	314.27183026136925	135.33721675760376	0	77.68650763124913	385.7712030271748
5	44.914256072735796	0	57.852741755322086	339.3993505868802	96.57790651179927	0	57.9883166403098	387.80511198387745	43.49274563250767	0	55.802551266144874	335.61421851885615	170.09013785654986	0	73.76680935400356	458.7390173052725	59.90137915162693	0	60.13532401533255	353.1205355865508	79.81209711996844	0	55.6307463600652	371.8421263584815	102.39013748725874	0	61.10969628168579	393.937390714843	96.91157886285687	0	63.30340523411333	388.70791666122074	102.42414780609528	0	68.45779636494127	390.7487683515481	84.90248109147713	0	56.024269691809415	376.7891049290116	101.12983069293647	0	71.54063151145061	385.8124617728198	166.0082787500187	0	80.35695392057367	466.12815694774804
6	51.51984800809145	0	56.20037926758368	395.5997298544638	112.83612551994162	0	63.99641654504097	451.8015285289182	55.371239158971235	0	59.45441100914646	395.06862952800236	199.66002981492355	0	76.69337926956848	535.4323965748409	69.69241237567645	0	59.89296138621975	413.0134969727702	92.48988941011672	0	61.06980688614762	432.91193324462915	118.76979990560122	0	65.13267888563993	459.07006960048284	112.70442862421164	0	63.63460772125982	452.34252438248046	114.2254414675101	0	58.859379711827245	449.6081480633753	99.81989089714438	0	64.82082770548621	441.60993263449797	110.95358488830803	0	56.85723313814105	442.66969491096097	191.2337363934391	0	73.45078646985232	539.5789434176007
7	54.27919117539883	0	52.60685318738764	448.2065830418514	121.23293010122596	0	56.53051950068121	508.33204802959966	58.740132323576155	0	52.67273506207613	447.74136459007866	231.05504794407682	0	80.38533565023539	615.817732225076	84.74887245026034	0	62.10735231815446	475.12084929092475	105.95453041432495	0	62.728975343477096	495.6409085881058	132.95391155228464	0	64.80770725343987	523.8777768539233	126.17420698603895	0	63.99368475168727	516.3362091341675	116.09422197504905	0	53.61662278264007	503.2247708460155	105.67105692003459	0	56.19966986898449	497.80960250348215	129.7202907580845	0	67.94411724201679	510.61381215297763	222.00426657865114	0	77.11487401246171	616.6938174300622
8	65.55687459950096	0	58.41586752296738	506.62245056481896	126.23429644966251	0	53.05280668540305	561.3848547150029	67.0321422067021	0	58.9373623380953	506.67872692817366	261.71774773409373	0	79.63353825407854	695.4512704791546	93.44914001994157	0	59.52927702983482	534.6501263207599	114.64361884407015	0	57.10992035661998	552.750828944726	146.26776323019533	0	61.78741274606464	585.6651895999871	140.74444073502477	0	64.9914242872384	581.327633421406	130.35253146409116	0	62.958758382841864	566.1835292288574	115.28825716094441	0	58.03045430573845	555.8400568092209	144.1006291624275	0	63.78420743881218	574.3980195917901	247.30445568287854	0	75.61264725024263	692.3064646803047
9	66.50350301945103	0	49.6471248209725	556.2695753857912	133.59319468984387	0	58.01138735600415	619.3962420710068	72.93499321696467	0	55.91984166870439	562.5985685968783	288.66974865804116	0	75.94093043382702	771.3922009129816	105.92692574952778	0	61.46093488621607	596.111061206976	123.20895326591382	0	57.82463223074784	610.5754611754738	160.22146935735583	0	63.382873746496806	649.0480633464842	151.6492009859272	0	63.25314407476566	644.5807774961718	138.41891362277744	0	56.95686375383594	623.1403929826934	132.2494006337923	0	63.21932662356406	619.0593834327847	162.9700053839823	0	68.08986267963452	642.4878822714242	274.29672985062155	0	76.85391232812452	769.1603770084295
