task	oracle_regret	oracle_relative	oracle_reward	oracle_total_reward	static2_regret	static2_relative	static2_reward	static2_total_reward	static10_regret	static10_relative	static10_reward	static10_total_reward	static10rev_regret	static10rev_relative	static10rev_reward	static10rev_total_reward	epsilon0_regret	epsilon0_relative	epsilon0_reward	epsilon0_total_reward	epsilon10_regret	epsilon10_relative	epsilon10_reward	epsilon10_total_reward	vbde05_regret	vbde05_relative	vbde05_reward	vbde05_total_reward	vbde10_regret	vbde10_relative	vbde10_reward	vbde10_total_reward	vbde50_regret	vbde50_relative	vbde50_reward	vbde50_total_reward	vbde200_regret	vbde200_relative	vbde200_reward	vbde200_total_reward	ucb_regret	ucb_relative	ucb_reward	ucb_total_reward	pessimist_regret	pessimist_relative	pessimist_reward	pessimist_total_reward
0	3.506467471251864	0	48.9014196975829	48.9014196975829	4.093414774572659	0	51.389497197754054	51.389497197754054	7.008885249324887	0	52.635041056643075	52.635041056643075	29.205926359546357	0	74.78870885983224	74.78870885983224	12.617727052178607	0	56.80678163836695	56.80678163836695	14.476966052007572	0	57.59129212751568	57.59129212751568	5.008195163417218	0	50.41907220226356	50.41907220226356	9.781194615154087	0	53.42950817129595	53.42950817129595	4.536960919200736	0	48.887859247624675	48.887859247624675	9.55815386544631	0	53.5317404563626	53.5317404563626	13.543192034060189	0	58.70371918633249	58.70371918633249	32.99314475416661	0	78.69163416563407	78.69163416563407
1	7.5289787392182905	0	49.93887208831938	98.8402917859023	9.451862272712052	0	48.6747762866271	100.06427348438116	18.485334913465714	0	53.683575405355576	106.31861646199859	63.26977790705067	0	79.54090735038417	154.32961621021633	29.69333475095285	0	65.11084729924691	121.91762893761388	34.01939839594962	0	63.94103594902269	121.53232807653835	21.65107135796131	0	64.58309757734243	115.00216977960592	28.377606664288447	0	64.7707198464023	118.20022801769828	25.46860344566609	0	64.65785759921367	113.54571684683835	26.960677036228937	0	63.06204379530264	116.59378425166526	31.755808619300268	0	65.0367745853226	123.74049377165505	67.01213930802895	0	78.53365221554643	157.2252863811805
2	11.194318910486539	0	48.82423151520251	147.6645233011048	22.63424690623793	0	58.875555955525805	158.93982943990696	21.625715989787388	0	49.56244230067981	155.88105876267844	98.2099665226871	0	78.81151262855079	233.14112883876717	48.57718812444958	0	65.03696037913507	186.9545893167489	50.27039859314027	0	61.16170228352167	182.69403036006003	51.74648942369958	0	75.02330246559062	190.0254722451965	45.68539052705953	0	61.58774334726358	179.78797136496178	48.723065686483366	0	70.70229156371252	184.24800841055085	43.454461585377246	0	61.0031043569646	177.59688860862985	51.62530358387978	0	63.15465219380822	186.89514596546337	100.37040691440599	0	78.50087862416402	235.72616500534448
3	19.26991401764176	0	53.07568046597378	200.7402037670786	36.9001112970403	0	60.32214614398783	219.26197558389487	37.956370784043926	0	60.09552094342257	215.97657970610086	127.74593574782484	0	74.41806658177202	307.5591954205392	60.035311478132634	0	56.699937826066446	243.65452714281528	63.42046051279195	0	58.25201604615225	240.94604640621228	61.046140769760804	0	55.61104765656182	245.63651990175833	56.27978831491364	0	58.53380215728429	238.321773522246	55.25389886906639	0	52.20623986577941	236.45424827633022	53.47589881900851	0	56.34211728881758	233.93900589744746	61.54624026826439	0	55.20405291443971	242.09919887990293	131.2927463597582	0	76.68595940071448	312.41212440605887
4	25.911691734487732	0	52.07969035437713	252.81989412145552	60.43958907444104	0	69.31868433669575	288.58065992059056	44.949643267096796	0	52.324035942057684	268.30061564815884	159.56115553785367	0	76.106933747032	383.66612916757117	87.74827658865361	0	74.20381226360546	317.85833940642084	91.35993364127825	0	74.52800185345603	315.4740482596683	94.37328539859425	0	78.15409394874104	323.7906138504992	84.73914805296714	0	75.00084116643282	313.32261468867904	84.57245147266549	0	74.15216123736123	310.60640951369146	83.70031673147156	0	72.91662381508347	306.8556297125308	92.53756131010279	0	75.43751133135588	317.53671021125894	161.5992079984114	0	76.87126293181156	389.2833873378705
5	33.71479674324427	0	51.091226205310086	303.91112032676574	84.27916564311273	0	69.08729362145789	357.6679535420485	46.49361748045672	0	47.199724838496586	315.5003404866554	189.43604808439696	0	74.4895711205563	458.1557002881276	116.93074350052447	0	74.92774334396613	392.78608275038687	120.13174967554836	0	73.9014332302423	389.3754814899106	124.89507975017634	0	76.95709147598326	400.7477053264826	115.95329853240918	0	76.93159985670366	390.2542145453826	120.18724501209239	0	79.37086684479627	389.97727635848764	118.91675761144657	0	77.95532074869735	384.81095046122823	124.396478243702	0	76.74062788270965	394.2773380939686	191.44594237773737	0	74.49565495344049	463.7790422913108
6	43.05159745079205	0	56.326385808967345	360.23750613573327	89.01495025618364	0	49.611617668470814	407.27957121051935	53.870789365989886	0	51.890483564342794	367.390824050998	218.62216120143785	0	73.95330168144862	532.1090019695761	122.1300518593199	0	52.71554132095078	445.5016240713378	132.20335280059052	0	57.418265602747425	446.793747092658	141.4186206183708	0	61.04521781855248	461.7929231450352	130.11916602083633	0	61.59986686348062	451.85408140886307	140.69048906266246	0	65.57162714589344	455.5489035043811	132.40947345179052	0	59.928801498873675	444.7397519601017	134.50313123793478	0	56.18206191409595	450.45940000806445	225.57584557969432	0	79.03901593164719	542.8180582229579
7	53.100855283001465	0	55.052224769450895	415.28973090518394	103.01653851026296	0	59.081083368200844	466.3606545787202	66.9134524298992	0	56.2304303751653	423.62125442616343	246.4265718224291	0	73.05270012425785	605.1617020938339	138.16222963788198	0	63.059276621190655	508.5609006925284	139.21389811993146	0	53.78284489237669	500.57659198503467	166.54119551750094	0	67.66484421263262	529.4577673576679	143.11605501376553	0	59.30800630071577	511.1620877095788	156.15829518589905	0	60.05855449050497	515.607457994886	155.45081550738198	0	66.97098059782098	511.7107325579229	151.8123227924196	0	61.26165445212814	511.72105446019253	253.51605145874083	0	72.7407755836305	615.5588338065887
8	63.33756668646963	0	57.298531830457314	472.58826273564125	131.37493322504315	0	75.44799081246391	541.808645391184	76.97811243506851	0	53.81771991768338	477.43897434384684	278.65669681425226	0	75.94552700186506	681.1072290956988	153.49272016172506	0	60.958031065240455	569.5189317577687	148.2498619193274	0	54.01331878332445	554.589910768359	186.57595465247593	0	63.99494100872037	593.4527083663882	160.1114605044822	0	63.21624144926954	574.3783291588484	171.4519505523333	0	60.6476154786794	576.2550734735654	171.8579772626034	0	61.542981301372826	573.2537138592955	166.6892512561677	0	62.81551031422471	574.5365647744173	283.42367896201563	0	74.72420465303009	690.2830384596189
9	71.35300891412722	0	53.030585546239216	525.6188482818804	163.25169444592618	0	76.45819616757679	618.266841558761	87.08466109622869	0	55.317277892031456	532.756252235878	309.3454076057385	0	73.70837142196513	754.8156005176638	159.15858935630774	0	51.68860971606543	621.207541473834	154.76156801717423	0	51.97610040565999	606.566011174019	208.03055067252336	0	68.54895593593179	662.0016643023198	179.1533622840654	0	65.04230314713321	639.4206323059815	185.99655346051185	0	61.48499361699334	637.7400670905587	186.85191181571776	0	60.54625544642445	633.79996930572	189.2238563015239	0	66.37937104686962	640.9159358212868	313.71778329598595	0	74.4101083784059	764.6931468380247
10	81.24371261892372	0	53.052934512065995	578.6717827939465	198.2879811634244	0	79.16920668441384	697.4360482431745	107.02424525990733	0	66.522242230136	599.2784944660142	337.80105917542613	0	76.55826465137075	831.373865169035	165.90093016896222	0	53.291390365330614	674.498931839165	172.75345578613346	0	62.25480366840826	668.8208148424275	223.8026678478438	0	61.96093977070566	723.9626040730254	195.22658533595873	0	60.36538553798624	699.7860178439677	202.73680310825384	0	61.78355576775379	699.5236228583123	208.24151132300148	0	64.34228821226486	698.1422575179848	213.3864950491481	0	69.26900123141303	710.1849370526999	344.3530974088669	0	75.86002072505602	840.5531675630808
11	86.70115968945699	0	50.84382552020368	629.5156083141502	227.8207638373428	0	74.19979140454313	771.6358396477178	126.0643770208826	0	66.80400770653702	666.0825021725511	368.45944878983573	0	76.79808803644156	908.1719532054769	175.79334312770266	0	57.04409581869174	731.5430276578566	185.1774452919497	0	56.45614421769684	725.2769590601239	239.4003590591882	0	60.87717445484681	784.8397785278728	215.77849147801876	0	66.4801973278391	766.2662151718065	220.90844072194278	0	63.45484601248392	762.9784688707966	222.84135844658383	0	59.27877382108177	757.4210313390665	237.1088935291369	0	69.11776399447929	779.3027010471794	375.4745015044811	0	73.48326674708007	914.0364343101606
12	92.9387453430099	0	53.13317662582709	682.6487849399775	244.80007983678138	0	61.20255407241375	832.8383937201311	144.8838335846341	0	64.74761125890421	730.8301134314555	396.09777527148225	0	74.83330849447067	983.005261699947	184.78730730720707	0	53.096757108263866	784.6397847661204	192.74707502364848	0	55.34780231333188	780.624761373456	255.10079159671983	0	60.84348752757356	845.683266055446	234.42479433155972	0	65.03439766938384	831.3006128411907	236.71499878834328	0	61.38867342424512	824.3671422950415	239.57618404294797	0	63.078495806291095	820.4995271453573	245.5011493494559	0	55.415967973755805	834.7186690209355	405.44128394677887	0	74.85621228032285	988.8926465904833
13	97.35775592204298	0	51.34878504479056	733.9975699847678	252.7947844033696	0	53.30313741497994	886.1415311351114	168.51590650534797	0	69.12167219244924	799.9517856239046	424.2639093586085	0	71.86422258072575	1054.8694842806726	191.3421943345511	0	54.2881601717681	838.9279449378887	205.68789458594745	0	62.53336930451934	843.1581306779757	273.5072997297794	0	62.880858782150526	908.5641248375963	251.70841398777625	0	63.13011956560243	894.4307324067936	254.97155006313332	0	64.10955618971144	888.4766984847533	251.51367908092163	0	59.69458145814635	880.1941086035041	259.0209494665962	0	57.507886696098055	892.2265557170335	435.3435014291852	0	75.77311262420587	1064.6657592146898
14	100.17140847711434	0	50.73319032633733	784.730760311105	261.10432319800856	0	54.65938074058434	940.8009118756956	187.94048741292502	0	67.17912855392935	867.1309141778343	450.5421208313536	0	72.87189740491776	1127.7413816855906	204.86982701035308	0	57.7961950472196	896.7241399851079	215.939899217038	0	55.14761860254208	898.3057492805178	291.8097615441573	0	63.025774975256674	971.5898998128532	271.08800982128287	0	66.55110382933364	960.981836236127	274.82667932846675	0	64.07607401663158	952.5527725013847	262.8901343595131	0	57.58563606278872	937.7797446662923	279.96259368754716	0	63.72068473939439	955.9472404564273	463.95499557912126	0	74.31246684740938	1138.9782260620989
15	104.53279478212113	0	48.85848180385768	833.5892421149626	272.23728527606255	0	57.58814745197163	998.3890593276675	205.88371830470518	0	66.11703939565058	933.247953573485	485.00604327394836	0	78.3884223600034	1206.129804045594	218.6721974749336	0	56.76252855639993	953.4866685415079	231.89872761287427	0	60.30643341617198	958.6121826966894	307.548427688182	0	61.93442981703069	1033.524329629884	293.50436865740664	0	68.51452949384039	1029.4963657299672	286.0792621366704	0	60.12303240206796	1012.6758049034527	273.496372198787	0	55.84992635636877	993.6296710226617	304.9501901314403	0	73.33323673552131	1029.280477191949	496.4259342871955	0	76.0806968831383	1215.058922945237
