Final Configuration: 2 Total Regret: 13246.905809249438
Final Configuration: 3 Total Regret: 11031.33860175289
Final Configuration: 0 Total Regret: 9038.181440523622
Final Configuration: 0 Total Regret: 7451.9335693074645
Final Configuration: 0 Total Regret: 7913.554662748917
Final Configuration: 1 Total Regret: 12718.422885480617
Final Configuration: 3 Total Regret: 11352.576936321679
Final Configuration: 3 Total Regret: 9314.0373230829
Final Configuration: 0 Total Regret: 8635.488185202896
Final Configuration: 0 Total Regret: 7994.36371385484
Final Configuration: 3 Total Regret: 9178.282436714719
Final Configuration: 2 Total Regret: 14074.059751505669
Final Configuration: 2 Total Regret: 14745.131765372873
Final Configuration: 3 Total Regret: 9829.210985451675
Final Configuration: 0 Total Regret: 8698.809351903663
Final Configuration: 3 Total Regret: 9910.585837404582
Final Configuration: 0 Total Regret: 9177.695821977723
Final Configuration: 0 Total Regret: 10436.382305733005
Final Configuration: 2 Total Regret: 13612.024564201009
Final Configuration: 0 Total Regret: 9174.572731566797
Final Configuration: 2 Total Regret: 15208.876687871609
Final Configuration: 1 Total Regret: 13137.657411207863
Final Configuration: 3 Total Regret: 10358.11538769396
Final Configuration: 0 Total Regret: 9417.467164580648
Final Configuration: 0 Total Regret: 7544.861452926227
Final Configuration: 0 Total Regret: 7177.527762107613
Final Configuration: 0 Total Regret: 9803.289654742355
Final Configuration: 0 Total Regret: 9859.894472928638
Final Configuration: 0 Total Regret: 7639.419827472215
Final Configuration: 2 Total Regret: 13278.511349537614
Final Configuration: 0 Total Regret: 8504.804486892219
Final Configuration: 3 Total Regret: 10025.439089182477
Final Configuration: 0 Total Regret: 9807.143985353396
Final Configuration: 0 Total Regret: 8849.743860553303
Final Configuration: 3 Total Regret: 9723.988490328327
Final Configuration: 0 Total Regret: 8901.007525295721
Final Configuration: 0 Total Regret: 8160.002294070029
Final Configuration: 0 Total Regret: 7430.836636912154
Final Configuration: 0 Total Regret: 6184.996292498065
Final Configuration: 3 Total Regret: 9583.59943298352
Final Configuration: 0 Total Regret: 8338.027135096847
Final Configuration: 3 Total Regret: 10099.288944845503
Final Configuration: 3 Total Regret: 9308.053121572979
Final Configuration: 2 Total Regret: 13780.998905852292
Final Configuration: 0 Total Regret: 9518.913584267586
Final Configuration: 1 Total Regret: 14284.86888224931
Final Configuration: 0 Total Regret: 8070.398467526327
Final Configuration: 1 Total Regret: 14286.256828530248
Final Configuration: 0 Total Regret: 10045.894696242212
Final Configuration: 0 Total Regret: 7025.450931087624
Final Configuration: 0 Total Regret: 7654.32225971709
Final Configuration: 0 Total Regret: 7653.548392775985
Final Configuration: 0 Total Regret: 8962.614109614991
Final Configuration: 0 Total Regret: 8458.729633828832
Final Configuration: 2 Total Regret: 14660.611824457887
Final Configuration: 0 Total Regret: 7311.167627037277
Final Configuration: 3 Total Regret: 8935.867089316042
Final Configuration: 2 Total Regret: 14180.615193757068
Final Configuration: 1 Total Regret: 14649.617485675884
Final Configuration: 0 Total Regret: 9592.182319446689
Final Configuration: 2 Total Regret: 14009.137158899364
Final Configuration: 3 Total Regret: 10310.419848310947
Final Configuration: 4 Total Regret: 19205.167808603357
Final Configuration: 0 Total Regret: 9085.58143819137
Final Configuration: 1 Total Regret: 13869.182119779995
Final Configuration: 3 Total Regret: 10522.364285460008
Final Configuration: 0 Total Regret: 8240.07492085938
Final Configuration: 1 Total Regret: 14390.452849293077
Final Configuration: 3 Total Regret: 8824.90992793225
Final Configuration: 0 Total Regret: 7365.245374778267
Final Configuration: 1 Total Regret: 14312.477641065176
Final Configuration: 3 Total Regret: 11578.540474600646
Final Configuration: 1 Total Regret: 15743.20166595242
Final Configuration: 0 Total Regret: 7559.605117094008
Final Configuration: 0 Total Regret: 10794.180701256511
Final Configuration: 0 Total Regret: 7353.040947704369
Final Configuration: 0 Total Regret: 9122.612546656826
Final Configuration: 0 Total Regret: 9990.7672108375
Final Configuration: 0 Total Regret: 6303.927818583579
Final Configuration: 3 Total Regret: 10258.094582189617
Final Configuration: 3 Total Regret: 9210.192224107326
Final Configuration: 0 Total Regret: 7819.309090046572
Final Configuration: 0 Total Regret: 8855.637617326545
Final Configuration: 0 Total Regret: 7629.475080285381
Final Configuration: 3 Total Regret: 11467.674616142293
Final Configuration: 3 Total Regret: 10383.871526561303
Final Configuration: 2 Total Regret: 14096.920682108732
Final Configuration: 3 Total Regret: 10202.355744053963
Final Configuration: 0 Total Regret: 7760.56317759613
Final Configuration: 3 Total Regret: 9618.99193272027
Final Configuration: 0 Total Regret: 9177.94341740376
Final Configuration: 3 Total Regret: 9785.776344319584
Final Configuration: 3 Total Regret: 10959.062626311621
Final Configuration: 3 Total Regret: 8630.06939589449
Final Configuration: 3 Total Regret: 8043.646533541389
Final Configuration: 3 Total Regret: 10058.692312938074
Final Configuration: 3 Total Regret: 9474.454316184521
Final Configuration: 0 Total Regret: 8496.393755756435
Final Configuration: 3 Total Regret: 10130.11314470613
Final Configuration: 3 Total Regret: 9349.633321132369
