task	oracle_regret	oracle_relative	oracle_reward	oracle_total_reward	static2_regret	static2_relative	static2_reward	static2_total_reward	static10_regret	static10_relative	static10_reward	static10_total_reward	static10rev_regret	static10rev_relative	static10rev_reward	static10rev_total_reward	epsilon0_regret	epsilon0_relative	epsilon0_reward	epsilon0_total_reward	epsilon10_regret	epsilon10_relative	epsilon10_reward	epsilon10_total_reward	vbde05_regret	vbde05_relative	vbde05_reward	vbde05_total_reward	vbde10_regret	vbde10_relative	vbde10_reward	vbde10_total_reward	vbde50_regret	vbde50_relative	vbde50_reward	vbde50_total_reward	vbde200_regret	vbde200_relative	vbde200_reward	vbde200_total_reward	ucb_regret	ucb_relative	ucb_reward	ucb_total_reward	pessimist_regret	pessimist_relative	pessimist_reward	pessimist_total_reward
0	-0.5958521931807176	0	37.585164920098826	37.585164920098826	2.8313858980297626	0	41.00046577050342	41.00046577050342	-0.5236697640116142	0	37.26036976393853	37.26036976393853	37.64466211608236	0	75.46577227398924	75.46577227398924	5.674982000544831	0	42.87334137784932	42.87334137784932	4.557973556358949	0	42.8630222204641	42.8630222204641	2.3350628576558434	0	39.985195052896444	39.985195052896444	1.371294576421373	0	40.134313726548264	40.134313726548264	9.23367470323245	0	45.55691667527298	45.55691667527298	1.863566984007349	0	39.297872887015416	39.297872887015416	5.120748183199712	0	44.39985736699708	44.39985736699708	34.55913729505876	0	72.84537748143583	72.84537748143583
1	2.71477928200599	0	41.13979103892175	78.72495595902059	6.437785572437763	0	41.67876670069446	82.67923247119786	4.291838473843281	0	41.723605726281264	78.9839754902198	74.24030721415161	0	74.0783873863758	149.54415966036495	21.082047556782985	0	53.582096127157705	96.455437505007	14.381078198681172	0	47.595457384176406	90.45847960464053	10.360841547214157	0	46.94742723942832	86.9326222923248	11.86214071552512	0	47.49970847185293	87.6340221984012	27.897778246555703	0	55.4829273293384	101.03984400461135	17.224540259146462	0	54.81389076602285	94.11176365303825	16.447771566842697	0	50.21327825639	94.61313562338711	70.23043597041759	0	74.62356644333548	147.4689439247713
2	8.524435915730656	0	42.38340791901838	121.10836387803899	18.140956772043488	0	50.36589367110132	133.04512614229918	7.0072964924156285	0	39.718352526816744	118.70232801703659	110.5615758583582	0	74.09921201322736	223.64337167359238	34.18366593129294	0	51.22811535916584	147.68355286417284	33.018392182113395	0	56.8020982481764	147.26057785281694	24.37871713007607	0	52.15586512083298	139.08848741315776	25.174017414441668	0	52.421355577915165	140.05537777631642	42.444334944632445	0	52.5355579608316	153.57540196544292	29.808588931685225	0	49.96236694259891	144.07413059563723	28.888463997386154	0	50.936857450396666	145.54999307378375	104.85653462008325	0	72.48290565281168	219.95184957758295
3	11.978676955034766	0	41.386487249975836	162.49485112801477	27.82148887054047	0	48.27044289946453	181.31556904176375	16.416011845124082	0	45.74007061763409	164.44239863467067	146.26441819794417	0	73.06552225015747	296.7088939237498	37.42210670128419	0	42.43014627755981	190.1136991417327	36.39174389886346	0	41.2479850315214	188.50856288433835	30.95812595707235	0	44.89513497829841	183.98362239145627	31.47289482182937	0	44.638465678186115	184.69384345450246	47.06992225935693	0	40.93558850706924	194.51099047251225	40.23585970510975	0	48.21094315672923	192.28507375236637	41.6507593597521	0	50.56322899604084	196.11322206982462	146.7783509803807	0	80.52054899223138	300.47239856981446
4	14.724594498213797	0	39.76825711421694	202.2631082422318	39.195453070188584	0	49.02128001367191	230.33684905543575	27.180846989684834	0	48.46907245565556	212.9114710903262	184.86647808331276	0	76.49932249337569	373.2082164171255	55.002306454683136	0	56.8020482962808	246.91574743801348	53.45973803992062	0	53.96492580980073	242.47348869413906	42.88392251971237	0	50.29850174370442	234.28212413516067	47.4431379555573	0	55.65058169332175	240.34442514782418	68.34693279676003	0	58.9681871245962	253.47917759710833	52.79603409985109	0	51.7002640561262	243.98533780849252	54.608274398192826	0	49.69270878815548	245.80593085798006	180.0634942399446	0	70.7518802410014	371.2242788108157
5	18.089314641848866	0	40.08659184083387	242.34970008306564	54.362858529424244	0	51.46428017649303	281.8011292319286	25.077869939845353	0	37.35391661552642	250.26538770585273	221.61992542251576	0	73.70841175015005	446.9166281672756	71.36618070944778	0	53.672008360237896	300.5877557982512	74.65735301932102	0	58.44103290709957	300.9145216012388	63.17967604269468	0	57.99936227672359	292.2814864118842	67.40141621215932	0	57.28703765464774	297.6314628024721	89.83544198508882	0	57.14934222628581	310.6285198233942	71.25452011516094	0	56.28319593172053	300.2685337402132	79.33973224936827	0	62.690681425049114	308.49661228302926	217.01059287907574	0	73.70685139835302	444.9311302091688
6	19.761895049850285	0	38.72121885270848	281.07091893577416	64.49288549875283	0	49.65097581754528	331.452105049474	31.29690153040302	0	42.11794735714033	292.383335062993	258.12129920081384	0	71.88286658095812	518.7994947482337	86.77022052227281	0	52.75426576221674	353.3420215604682	85.66648876344784	0	49.20813356661375	350.12265516785226	74.65913463619314	0	48.33668295510984	340.61816936699404	79.29597171891373	0	50.580094775318685	348.2115575777906	103.0557390969057	0	50.28410673338684	360.91262655678105	84.90817879420118	0	51.58910109848824	351.8576348387014	89.38177723870393	0	48.139936475159246	356.6365487581885	251.31924323096908	0	71.14686201037654	516.0779922195453
7	23.43714995291829	0	41.47609876896786	322.5470177047418	75.95418423339143	0	48.50172748876094	379.9538325382349	35.647376853360896	0	41.8159802415766	334.1993153045696	295.2537710811786	0	73.63494563511934	592.4344403833528	108.39089761217346	0	60.296901321489386	413.6389228819573	110.21421701968089	0	63.13315735287918	413.2558125207317	101.54024436416965	0	64.44268033307577	405.06084970006964	102.1070039581844	0	60.48113190976018	408.69268948755075	132.13387952090284	0	66.72452612644535	427.6371526832265	105.43645450962177	0	57.5203667491651	409.3780015878664	108.83711261245726	0	58.38024318363354	415.0167919418218	288.9950066860985	0	75.86787788257628	591.9458701021214
8	27.095720718851855	0	41.39503925718873	363.9420569619306	94.27838104284919	0	55.328591967265474	435.28242450550033	40.685823205164745	0	42.30825716843589	376.5075724730055	332.63274177455816	0	74.81367638548024	667.2481167688334	137.06164591719232	0	64.39764334126365	478.0365662232214	134.09017852174114	0	61.1073848680503	474.36319738878177	121.28682218772227	0	57.97102350443321	463.0318732045031	123.04922595670249	0	59.03941675217065	467.7321062397213	159.16831387028907	0	64.81156696787563	492.44871965110184	131.7639896471646	0	63.50630006047188	472.8843016483386	132.2537055693834	0	61.3072039208344	476.32399586265603	325.27890939911964	0	74.00837220797536	665.9542423100968
9	29.926884461227345	0	39.22523778380458	403.1672947457352	108.92485738559182	0	52.130398449250286	487.41282295475054	48.130376680658195	0	46.17817069019023	422.68574316319575	371.3855196170351	0	76.10375390414212	743.3518706729757	150.34507407372723	0	50.631976052595384	528.6685422758164	148.6514069536326	0	52.907647099361654	527.2708444881434	135.09858696564098	0	52.71321679056956	515.7450899950724	137.58998409723932	0	51.58959912312601	519.3217053628474	173.96555536100493	0	52.46257864460612	544.911298295708	149.87853046678828	0	56.10798283518628	528.9922844835247	148.3165731554284	0	53.61322725622884	529.9372231188852	360.2753163315756	0	71.65568384138139	737.6099261514778
