Final Configuration: 1 Total Regret: 1444.344785031397
Final Configuration: 0 Total Regret: 1833.8557265421332
Final Configuration: 0 Total Regret: 2087.858449409061
Final Configuration: 0 Total Regret: 2805.5900578480214
Final Configuration: 0 Total Regret: 3579.3695956665833
Final Configuration: 1 Total Regret: 1964.122981441309
Final Configuration: 1 Total Regret: 2489.4206384934732
Final Configuration: 0 Total Regret: 2635.857620035349
Final Configuration: 0 Total Regret: 3056.971663038923
Final Configuration: 1 Total Regret: 2874.3438694322467
Final Configuration: 1 Total Regret: 2688.054618248636
Final Configuration: 0 Total Regret: 2061.741987202484
Final Configuration: 0 Total Regret: 2011.7926967193634
Final Configuration: 0 Total Regret: 2242.0745587492493
Final Configuration: 1 Total Regret: 2046.4267451566557
Final Configuration: 0 Total Regret: 1645.8875313786411
Final Configuration: 1 Total Regret: 2640.5593159689815
Final Configuration: 1 Total Regret: 2297.874322744785
Final Configuration: 0 Total Regret: 2547.236457676503
Final Configuration: 0 Total Regret: 2368.1154645263887
Final Configuration: 0 Total Regret: 2632.3050274832785
Final Configuration: 1 Total Regret: 2148.021923199747
Final Configuration: 1 Total Regret: 2547.9520296813134
Final Configuration: 1 Total Regret: 1840.0957494536196
Final Configuration: 1 Total Regret: 1849.7096041261175
Final Configuration: 0 Total Regret: 2563.2878331186803
Final Configuration: 0 Total Regret: 2357.605790257825
Final Configuration: 1 Total Regret: 2166.9002080523933
Final Configuration: 1 Total Regret: 2775.6934715167445
Final Configuration: 1 Total Regret: 1352.2106653341543
Final Configuration: 1 Total Regret: 1893.1565752446113
Final Configuration: 0 Total Regret: 2737.0493041590526
Final Configuration: 0 Total Regret: 2124.2337082634986
Final Configuration: 0 Total Regret: 1594.815881519804
Final Configuration: 0 Total Regret: 1486.526171635829
Final Configuration: 0 Total Regret: 2043.5762128663991
Final Configuration: 1 Total Regret: 3491.180898796163
Final Configuration: 1 Total Regret: 2150.164367450867
Final Configuration: 1 Total Regret: 3309.804006582788
Final Configuration: 0 Total Regret: 1770.1029030295977
Final Configuration: 0 Total Regret: 2316.7516397742365
Final Configuration: 1 Total Regret: 2464.217205215071
Final Configuration: 1 Total Regret: 2290.349671349133
Final Configuration: 1 Total Regret: 2089.860963558007
Final Configuration: 0 Total Regret: 3070.58171468036
Final Configuration: 0 Total Regret: 2589.271174096488
Final Configuration: 1 Total Regret: 1939.454631865985
Final Configuration: 1 Total Regret: 2204.590810705886
Final Configuration: 0 Total Regret: 1756.0307461321281
Final Configuration: 1 Total Regret: 2199.9885463050086
Final Configuration: 1 Total Regret: 3398.513940085002
Final Configuration: 1 Total Regret: 2155.853463267922
Final Configuration: 0 Total Regret: 2222.1863638052673
Final Configuration: 0 Total Regret: 1869.3449096282275
Final Configuration: 0 Total Regret: 1801.0811939935884
Final Configuration: 0 Total Regret: 3032.3190686552334
Final Configuration: 0 Total Regret: 1590.0279791752837
Final Configuration: 0 Total Regret: 2087.464516092521
Final Configuration: 0 Total Regret: 1963.8105809626213
Final Configuration: 0 Total Regret: 2998.6934346839844
Final Configuration: 0 Total Regret: 2382.580342506313
Final Configuration: 0 Total Regret: 2459.6996768956014
Final Configuration: 0 Total Regret: 2368.342272082453
Final Configuration: 1 Total Regret: 1649.8183469292271
Final Configuration: 0 Total Regret: 3170.65098966028
Final Configuration: 0 Total Regret: 2605.132326128558
Final Configuration: 1 Total Regret: 2335.2779456455755
Final Configuration: 0 Total Regret: 2331.4275518053255
Final Configuration: 1 Total Regret: 1451.9955815779176
Final Configuration: 1 Total Regret: 2571.2940551038264
Final Configuration: 0 Total Regret: 2430.3872397560626
Final Configuration: 0 Total Regret: 2713.256984047708
Final Configuration: 0 Total Regret: 3367.643483207219
Final Configuration: 0 Total Regret: 3020.480144898087
Final Configuration: 1 Total Regret: 2466.9914852394286
Final Configuration: 1 Total Regret: 1773.501338609647
Final Configuration: 0 Total Regret: 2273.6347640767417
Final Configuration: 1 Total Regret: 2138.8671800917436
Final Configuration: 0 Total Regret: 2919.6589543273803
Final Configuration: 0 Total Regret: 2025.3634942417484
Final Configuration: 1 Total Regret: 3085.397620181262
Final Configuration: 1 Total Regret: 1931.4372844700265
Final Configuration: 1 Total Regret: 2249.276627854233
Final Configuration: 0 Total Regret: 2531.631366997455
Final Configuration: 1 Total Regret: 1978.8219278052202
Final Configuration: 0 Total Regret: 2624.4013548872244
Final Configuration: 0 Total Regret: 3092.5693649483073
Final Configuration: 0 Total Regret: 2200.2838297471753
Final Configuration: 1 Total Regret: 1919.2762503364647
Final Configuration: 0 Total Regret: 2153.965698140564
Final Configuration: 0 Total Regret: 2461.383479443022
Final Configuration: 1 Total Regret: 2048.849941746732
Final Configuration: 0 Total Regret: 2759.1307026064096
Final Configuration: 0 Total Regret: 2127.094775474361
Final Configuration: 0 Total Regret: 2376.447130851564
Final Configuration: 0 Total Regret: 1894.7108004174443
Final Configuration: 0 Total Regret: 2353.7912892429085
Final Configuration: 0 Total Regret: 2625.7621307486406
Final Configuration: 0 Total Regret: 1359.6361562871462
Final Configuration: 1 Total Regret: 2469.5396469068874
