task	reward	total_reward	total_regret	relative	total_reward_dev	joules
0	74.78870885983224	74.78870885983224	29.205926359546357	0.0	23.42638986189429	74.78870885983224
1	79.54090735038417	154.32961621021633	63.26977790705067	0.0	38.733845369725906	79.54090735038417
2	78.81151262855079	233.14112883876717	98.2099665226871	0.0	53.15717099545566	78.81151262855079
3	74.41806658177202	307.5591954205392	127.74593574782484	0.0	57.72474094737514	74.41806658177202
4	76.106933747032	383.66612916757117	159.56115553785367	0.0	60.033106349186696	76.106933747032
5	74.4895711205563	458.1557002881276	189.43604808439696	0.0	64.71218284589189	74.4895711205563
6	73.95330168144862	532.1090019695761	218.62216120143785	0.0	68.94639064614611	73.95330168144862
7	73.05270012425785	605.1617020938339	246.4265718224291	0.0	67.9870916347903	73.05270012425785
8	75.94552700186506	681.1072290956988	278.65669681425226	0.0	72.75010036516295	75.94552700186506
9	73.70837142196513	754.8156005176638	309.3454076057385	0.0	74.43562751834583	73.70837142196513
10	76.55826465137075	831.373865169035	337.80105917542613	0.0	78.12488690018104	76.55826465137075
11	76.79808803644156	908.1719532054769	368.45944878983573	0.0	79.23974405774597	76.79808803644156
12	74.83330849447067	983.005261699947	396.09777527148225	0.0	82.0728373618603	74.83330849447067
13	71.86422258072575	1054.8694842806726	424.2639093586085	0.0	84.44040713263182	71.86422258072575
14	72.87189740491776	1127.7413816855906	450.5421208313536	0.0	86.4327437474497	72.87189740491776
15	78.3884223600034	1206.129804045594	485.00604327394836	0.0	87.85995081587346	78.3884223600034
16	74.9231023835762	1281.0529064291704	514.584187790365	0.0	89.23633894126253	74.9231023835762
17	75.67189659897126	1356.724803028141	544.0145642377048	0.0	96.91303038371153	75.67189659897126
18	73.59903457494848	1430.3238376030897	571.2434436974255	0.0	97.95355837274104	73.59903457494848
19	74.00670780076652	1504.3305454038564	600.4743964242598	0.0	101.40410360527585	74.00670780076652
20	59.619769694641825	1563.9503150984983	612.0982424268228	0.0	112.2092478486505	59.619769694641825
21	52.65966012537625	1616.6099752238742	623.1395741273176	0.0	115.59965362308408	52.65966012537625
22	54.837233146447936	1671.4472083703224	632.1042299266516	0.0	120.64670056693717	54.837233146447936
23	61.70738235952012	1733.1545907298423	646.6552725847712	0.0	126.76659095425664	61.70738235952012
24	51.85274774910572	1785.007338478948	653.4169046402975	0.0	126.76903060487996	51.85274774910572
25	55.180114638175155	1840.1874531171231	661.6540254367065	0.0	128.3066532297189	55.180114638175155
26	52.41254313048573	1892.599996247608	669.0888430879409	0.0	131.71943633623007	52.41254313048573
27	54.95105768565339	1947.5510539332622	678.4050259707162	0.0	136.98040221109383	54.95105768565339
28	59.71322120627262	2007.2642751395354	692.4027343725592	0.0	139.10328698162115	59.71322120627262
29	66.52493727553627	2073.789212415073	712.7039534823624	0.0	146.43802555910517	66.52493727553627
30	57.61335661618441	2131.402569031255	726.1620715527104	0.0	151.5089791730632	57.61335661618441
31	64.8243630397152	2196.2269320709715	744.5009384508223	0.0	155.32460349686855	64.8243630397152
32	63.86036532408153	2260.0872973950522	763.3403044470499	0.0	156.27705041712682	63.86036532408153
33	65.7436202874901	2325.8309176825423	781.8232834738509	0.0	158.90453009402765	65.7436202874901
34	63.31259500068739	2389.143512683229	797.4076029176757	0.0	164.23524357704198	63.31259500068739
35	62.56869427735612	2451.7122069605857	813.5082811899088	0.0	168.72104387731062	62.56869427735612
36	64.3473601263853	2516.0595670869716	832.1064662165803	0.0	167.12979842623997	64.3473601263853
37	65.96797649449331	2582.027543581464	854.4374703375933	0.0	170.74945783595922	65.96797649449331
38	61.004509340632985	2643.0320529220958	872.3560672955579	0.0	170.8108761141611	61.004509340632985
39	63.30171734734352	2706.333770269442	889.8153699975807	0.0	172.84669430849954	63.30171734734352
40	64.22140496432633	2770.555175233766	907.0108179127598	0.0	176.8039851558144	64.22140496432633
41	59.77485855413031	2830.3300337878977	918.9912975770117	0.0	175.49593491273689	59.77485855413031
42	65.16529381917434	2895.4953276070732	941.4016391588988	0.0	175.52673383740577	65.16529381917434
43	60.69451474761394	2956.1898423546863	955.6573872664273	0.0	175.44378008001175	60.69451474761394
44	67.12445935784552	3023.3143017125303	976.4583001259002	0.0	175.79104125728625	67.12445935784552
45	63.85945419564442	3087.173755908175	997.302132488951	0.0	178.7917005004731	63.85945419564442
46	61.940615363171666	3149.114371271346	1014.8470903891437	0.0	179.73566423558322	61.940615363171666
47	59.64016091726651	3208.7545321886155	1029.5297882230839	0.0	179.43921409859018	59.64016091726651
48	61.75968770470403	3270.5142198933167	1046.087066789119	0.0	182.45669549992405	61.75968770470403
49	62.98983212312016	3333.504052016439	1062.5039363297108	0.0	185.4247803000715	62.98983212312016
50	52.06324692467664	3385.567298941115	1069.1135172265933	0.0	187.27540558524126	52.06324692467664
51	50.32631460381035	3435.8936135449244	1074.165348011813	0.0	187.74351679730222	50.32631460381035
52	54.8650635378661	3490.7586770827916	1085.4490401308253	0.0	189.84339894097042	54.8650635378661
53	53.28952470935965	3544.04820179215	1091.5655946276338	0.0	191.2931099003283	53.28952470935965
54	44.4044652189234	3588.4526670110736	1090.254858637949	0.0	194.38779433332164	44.4044652189234
55	44.82476773263918	3633.277434743714	1089.8295566094107	0.0	196.57992178884	44.82476773263918
56	54.3927132674406	3687.6701480111537	1100.3833736746487	0.0	202.64652115929215	54.3927132674406
57	46.86956529788037	3734.5397133090323	1105.7841428793536	0.0	200.31804979412743	46.86956529788037
58	55.0528604525493	3789.592573761585	1114.396459179989	0.0	200.8958443884344	55.0528604525493
59	48.729222391043514	3838.321796152626	1119.7398006731087	0.0	199.6194130950519	48.729222391043514
60	53.96658587304721	3892.2883820256743	1126.9411657434553	0.0	206.58890069419175	53.96658587304721
61	55.97182702412479	3948.2602090497985	1138.434755886704	0.0	212.896846384366	55.97182702412479
62	54.58163210589243	4002.841841155691	1146.0375416739848	0.0	218.75575746135323	54.58163210589243
63	60.450069890674975	4063.2919110463654	1160.5092663803616	0.0	225.0267321511531	60.450069890674975
64	50.18701782240931	4113.478928868776	1164.7088350514655	0.0	229.04913525184557	50.18701782240931
65	59.170851947292704	4172.6497808160675	1176.165386569028	0.0	236.51814365457426	59.170851947292704
66	52.19270565074352	4224.84248646681	1181.3865256713177	0.0	237.40030180105742	52.19270565074352
67	53.3233901759623	4278.165876642777	1188.7453229103896	0.0	239.92458932863642	53.3233901759623
68	56.48229905231203	4334.648175695087	1200.1743098522848	0.0	243.968969652083	56.48229905231203
69	57.19240475802348	4391.840580453109	1211.9634751639483	0.0	246.32675946990037	57.19240475802348
70	51.19925352507103	4443.039833978181	1216.0984336643385	0.0	247.50525057904386	51.19925352507103
71	60.21513977070669	4503.254973748891	1230.816303778166	0.0	249.6287839450095	60.21513977070669
72	50.3786714544071	4553.633645203296	1235.2601783053935	0.0	251.30809591265177	50.3786714544071
73	52.05794414405035	4605.691589347347	1243.569763091144	0.0	249.23926572594635	52.05794414405035
74	54.725257542387595	4660.416846889732	1252.7983445660304	0.0	248.38291826556548	54.725257542387595
75	50.04834546332676	4710.465192353061	1255.5690047040116	0.0	252.16946114212993	50.04834546332676
76	55.74967554776783	4766.214867900827	1267.9314745772595	0.0	248.78140720997501	55.74967554776783
77	52.82609415711633	4819.040962057942	1278.0414520771408	0.0	249.45541383959716	52.82609415711633
78	58.636588141328296	4877.677550199272	1291.40916397104	0.0	251.1247507636124	58.636588141328296
79	60.51563284321523	4938.193183042486	1307.2050895706627	0.0	257.87041496371444	60.51563284321523
80	53.520860466899855	4991.714043509389	1315.2381281567134	0.0	256.002231473876	53.520860466899855
81	54.818933024315626	5046.532976533703	1325.011042974545	0.0	258.69181536325266	54.818933024315626
82	53.40983208938012	5099.942808623082	1332.2288928789662	0.0	263.023434023687	53.40983208938012
83	62.119700998160695	5162.062509621245	1351.4165176485437	0.0	265.3659882481885	62.119700998160695
84	49.10317926094811	5211.165688882192	1356.402048255869	0.0	265.1704284262189	49.10317926094811
85	56.981618609075696	5268.147307491268	1369.8262091850372	0.0	269.0772188916771	56.981618609075696
86	52.70263575137698	5320.849943242646	1377.0315243974628	0.0	273.8597031761634	52.70263575137698
87	52.18054985497431	5373.030493097621	1383.8236781455107	0.0	274.9999652540542	52.18054985497431
88	62.769646697008675	5435.800139794629	1401.152425054339	0.0	279.26347400530796	62.769646697008675
89	54.86612451588417	5490.666264310512	1411.9833677026074	0.0	278.88634690550776	54.86612451588417
90	53.10488583747122	5543.7711501479835	1420.839448390076	0.0	284.3512783785777	53.10488583747122
91	53.202299132659235	5596.97344928064	1429.7826568052635	0.0	288.00697408414237	53.202299132659235
92	52.864505761785125	5649.837955042426	1434.6136790250819	0.0	296.1296977554116	52.864505761785125
93	56.9385974137987	5706.776552456226	1445.3238298881695	0.0	301.4497210573767	56.9385974137987
94	52.77820091867052	5759.554753374896	1454.7422667481117	0.0	304.4874866317422	52.77820091867052
95	50.2110309927445	5809.765784367641	1462.0063461412346	0.0	308.4869996047891	50.2110309927445
96	63.037411105854716	5872.803195473497	1478.6358949815537	0.0	315.9380337734391	63.037411105854716
97	56.76605875806444	5929.569254231563	1488.4055238468254	0.0	315.9210883047759	56.76605875806444
98	55.96585180412229	5985.535106035685	1502.157621290071	0.0	321.53763700872014	55.96585180412229
99	56.36219825358859	6041.897304289272	1514.2739792179395	0.0	327.4727500649698	56.36219825358859
100	53.29295296186466	6095.190257251134	1522.733172760433	0.0	328.3565062681503	53.29295296186466
101	50.13324103965734	6145.323498290794	1525.3945559029207	0.0	329.9918867847573	50.13324103965734
102	57.43655301631465	6202.7600513071075	1535.240876559713	0.0	336.6276099561006	57.43655301631465
103	59.517689144455844	6262.2777404515655	1548.3534340583426	0.0	335.99243401647965	59.517689144455844
104	58.23925054250588	6320.516990994071	1561.3404160358928	0.0	339.4377082671307	58.23925054250588
105	54.785012410705356	6375.302003404774	1570.3162516152545	0.0	345.61939394514116	54.785012410705356
106	52.68404882095677	6427.986052225731	1577.0140942925975	0.0	350.3588826906048	52.68404882095677
107	51.400936060252405	6479.386988285987	1581.7157047130368	0.0	351.80195551679253	51.400936060252405
108	57.29211288134706	6536.679101167335	1596.152564882643	0.0	356.64442754454507	57.29211288134706
109	56.060809490056315	6592.7399106573885	1607.9893431026926	0.0	357.031028669653	56.060809490056315
110	57.26431179739264	6650.004222454782	1616.9222663323678	0.0	354.5077078797736	57.26431179739264
111	56.26293855532298	6706.267161010106	1629.0676830068724	0.0	357.9660305387484	56.26293855532298
112	53.81090921217321	6760.078070222276	1638.8882124947206	0.0	361.3926188082386	53.81090921217321
113	53.66416782057822	6813.742238042858	1650.3471702106626	0.0	365.8528233855147	53.66416782057822
114	56.36719045292876	6870.109428495781	1663.0066286706663	0.0	370.6302186263085	56.36719045292876
115	46.12612390669525	6916.23555240248	1665.2957749727127	0.0	376.0760037981208	46.12612390669525
116	56.537558021054345	6972.773110423533	1678.0925767030049	0.0	378.83943773927723	56.537558021054345
117	49.428124132746234	7022.201234556282	1683.454936246921	0.0	383.05148318445174	49.428124132746234
118	52.8073220844559	7075.008556640736	1691.3654287668958	0.0	386.66945941784087	52.8073220844559
119	52.35416501572001	7127.362721656453	1698.1611776461577	0.0	389.28944801207484	52.35416501572001
120	56.906276978631794	7184.268998635086	1709.8981471060144	0.0	394.56527911299764	56.906276978631794
121	52.33553283714381	7236.604531472232	1715.8283954390074	0.0	399.4789178184107	52.33553283714381
122	50.10747234762922	7286.712003819861	1721.8288327589512	0.0	406.35258019112064	50.10747234762922
123	54.06623344222748	7340.778237262092	1729.519292573942	0.0	407.845212157175	54.06623344222748
124	52.20938780826366	7392.987625070352	1734.8015917660887	0.0	410.7527767155501	52.20938780826366
125	51.1096505553609	7444.097275625714	1742.6339201291246	0.0	415.5515376652071	51.1096505553609
126	52.885052967602526	7496.982328593315	1750.8150314197253	0.0	417.8132274563698	52.885052967602526
127	55.240116684972634	7552.222445278287	1757.2681582310229	0.0	421.6397571546783	55.240116684972634
128	55.02056631994326	7607.2430115982315	1766.7494830817318	0.0	424.8361168403201	55.02056631994326
129	56.90077184146945	7664.143783439703	1780.8603624976377	0.0	427.4616382509441	56.90077184146945
130	56.11410814704241	7720.257891586741	1789.9113070034318	0.0	434.4395312921891	56.11410814704241
131	55.54744684059088	7775.805338427333	1798.691736560678	0.0	437.94354023637675	55.54744684059088
132	58.138195848779176	7833.943534276115	1811.4758292834213	0.0	447.2943685849736	58.138195848779176
133	56.29886580814149	7890.242400084259	1821.6229304001702	0.0	449.489930934335	56.29886580814149
134	56.880617407246554	7947.123017491502	1833.2078937287456	0.0	451.9444878821838	56.880617407246554
135	49.66261311426985	7996.785630605771	1836.9876185322335	0.0	451.8062293303691	49.66261311426985
136	51.166638116612404	8047.952268722388	1842.8931832755022	0.0	455.6898173864296	51.166638116612404
137	59.342039015248126	8107.294307737632	1858.5203500158539	0.0	458.2689438548431	59.342039015248126
138	51.805455878034515	8159.099763615668	1866.5671951958589	0.0	460.4552368046601	51.805455878034515
139	56.19060012194891	8215.290363737617	1877.1509993889604	0.0	465.16003146461327	56.19060012194891
140	56.35403446736255	8271.644398204979	1887.658609511921	0.0	466.6550403824976	56.35403446736255
141	58.13726079978453	8329.781659004762	1900.4766817666562	0.0	470.3029460447961	58.13726079978453
142	51.156356612074994	8380.938015616835	1906.7172642602104	0.0	474.4326878970323	51.156356612074994
143	52.420513717922425	8433.358529334762	1914.6319471874342	0.0	476.7448168153234	52.420513717922425
144	51.81602728087909	8485.174556615644	1918.2510610583354	0.0	478.5739163987067	51.81602728087909
145	53.45455089764612	8538.629107513283	1927.1027439854015	0.0	480.78283671426993	53.45455089764612
146	54.130953006555	8592.760060519842	1934.4232447259967	0.0	484.584644557641	54.130953006555
147	52.189702837008234	8644.949763356848	1940.6777148098597	0.0	488.10786386402856	52.189702837008234
148	52.26630610938392	8697.21606946623	1948.6399963444114	0.0	494.5545344302002	52.26630610938392
149	53.78084538131088	8750.996914847541	1957.8555603258126	0.0	497.1626577281722	53.78084538131088
150	62.948688096575935	8813.945602944119	1974.7875791036165	0.0	502.2048010970749	62.948688096575935
151	57.901930594802224	8871.84753353892	1985.325426750825	0.0	509.19690738933906	57.901930594802224
152	55.45191896029276	8927.29945249922	1997.8064857859636	0.0	510.61379837010395	55.45191896029276
153	56.802145711763885	8984.101598210978	2009.8174053473485	0.0	516.3247469487551	56.802145711763885
154	56.92417717738048	9041.02577538836	2022.0717601912174	0.0	521.3891879710391	56.92417717738048
