task	reward	total_reward	total_regret	relative	total_reward_dev	joules
0	76.12194086064262	76.12194086064262	4.798113237919748	0.0	20.93253481941455	76.12194086064262
1	72.82974296910703	148.95168382974964	6.441264845917271	0.0	25.05246265634779	72.82974296910703
2	77.56426931000227	226.51595313975184	14.319182390689038	0.0	32.586643800770425	77.56426931000227
3	74.21334830387569	300.7293014436274	16.150823603107437	0.0	37.84622281590995	74.21334830387569
4	71.75962884154555	372.48893028517307	17.016224827794083	0.0	43.669631080478986	71.75962884154555
5	73.50758440912252	445.99651469429574	18.567519502865135	0.0	45.65070341779673	73.50758440912252
6	72.29400451715527	518.2905192114507	19.031281777125336	0.0	46.727524947845495	72.29400451715527
7	77.21014603748867	595.5006652489398	26.64542360646054	0.0	50.88152052652915	77.21014603748867
8	76.92112447385662	672.4217897227961	32.765486034073184	0.0	54.58300263006293	76.92112447385662
9	72.44286182211937	744.8646515449159	34.60498899373136	0.0	54.33660022333437	72.44286182211937
10	78.11238250805621	822.9770340529716	42.105123082110175	0.0	62.76767747021309	78.11238250805621
11	72.4654093713627	895.4424434243347	43.694077038904844	0.0	63.217992916611095	72.4654093713627
12	75.73969232283939	971.182135747174	47.4723312019869	0.0	64.33691712039936	75.73969232283939
13	72.61731912653238	1043.7994548737065	49.07206268012468	0.0	64.82875055355908	72.61731912653238
14	78.54414529528385	1122.3436001689904	55.42690256740536	0.0	65.95625139056061	78.54414529528385
15	77.0750263858506	1199.41862655484	62.25557825524586	0.0	70.5281760172445	77.0750263858506
16	78.68675272468647	1278.1053792795271	69.9536530455913	0.0	78.88226012562633	78.68675272468647
17	78.94327429906474	1357.0486535785917	77.6874240694827	0.0	81.20255919068701	78.94327429906474
18	74.32796152165116	1431.3766151002437	81.40567384591466	0.0	88.11618631894834	74.32796152165116
19	76.25205855846492	1507.628673658708	87.18153167106448	0.0	93.3503592481503	76.25205855846492
20	78.341397443443	1585.9700711021515	94.45691155371286	0.0	96.81367847672378	78.341397443443
21	79.90184989465531	1665.871920996806	104.88147716242482	0.0	97.25509370579003	79.90184989465531
22	77.95211975162528	1743.8240407484313	111.46769045061743	0.0	99.18707557549577	77.95211975162528
23	79.54504689273536	1823.369087641166	119.72987538896797	0.0	100.70969725342303	79.54504689273536
24	76.02593601008937	1899.395023651256	124.03813545080952	0.0	102.240210076547	76.02593601008937
25	73.52717490478817	1972.9221985560441	126.19997429419782	0.0	107.41618346923786	73.52717490478817
26	81.81821404594842	2054.7404126019924	137.25018992403704	0.0	115.45453861144863	81.81821404594842
27	74.10451222387093	2128.844924825864	140.30039633204478	0.0	116.34977853636252	74.10451222387093
28	76.25107669790768	2205.0960015237715	144.97018515556053	0.0	122.40237052254234	76.25107669790768
29	71.89626330279165	2276.9922648265624	145.8225141306914	0.0	123.84285304990595	71.89626330279165
