task	reward	total_reward	total_regret	relative	total_reward_dev	joules
0	52.8911815221256	52.8911815221256	5.197245334900763	0.0	29.390346063557175	52.8911815221256
1	76.51916220872255	129.41034373084813	31.024402500491423	0.0	37.00558186496548	76.51916220872255
2	63.73639781879555	193.14674154964376	46.09296933634985	0.0	41.619648504587666	63.73639781879555
3	60.80218719432687	253.9489287439706	57.67338861716032	0.0	47.101016761894336	60.80218719432687
4	58.09219515779266	312.0411239017631	68.07265458261907	0.0	53.30176309894913	58.09219515779266
5	59.01230846964799	371.05343237141113	77.3902053913258	0.0	59.35018584150127	59.01230846964799
6	57.053735462734814	428.107167834146	87.6428040978999	0.0	64.65029742847683	57.053735462734814
7	55.5446857445023	483.6518535786482	95.1937694637775	0.0	68.53149118114403	55.5446857445023
8	56.296315369923676	539.948168948572	103.21768763574705	0.0	80.86197185546298	56.296315369923676
9	56.15629242166216	596.1044613702339	110.35518113098996	0.0	87.8402461721933	56.15629242166216
10	55.63269766710323	651.7371590373373	115.11412987690593	0.0	93.90138074064923	55.63269766710323
11	55.87490429787477	707.6120633352122	121.33502291275188	0.0	98.30934025562523	55.87490429787477
12	56.32547912101293	763.9375424562251	130.5282383364306	0.0	107.72851136279827	56.32547912101293
13	55.9282964393124	819.865838895537	138.56657155482688	0.0	115.45108725173371	55.9282964393124
14	54.704089912463914	874.5699288080011	145.77537050791992	0.0	121.09162322467438	54.704089912463914
15	51.25022238946679	925.820151197468	149.30170709460708	0.0	124.9706697342962	51.25022238946679
16	54.72034991922272	980.5405011166908	155.91492843442998	0.0	131.13261027804836	54.72034991922272
17	54.61410593444439	1035.1546070511354	160.8957287071173	0.0	138.03142188733923	54.61410593444439
18	55.26361808496895	1090.4182251361037	166.45007368526655	0.0	142.6612788086488	55.26361808496895
19	54.473096899162876	1144.8913220352674	172.79702414782528	0.0	147.00253142559558	54.473096899162876
20	55.21745055670158	1200.1087725919685	178.5846496599836	0.0	151.4837471656526	55.21745055670158
21	53.74462996405003	1253.8534025560186	184.71074683202514	0.0	155.09703475517435	53.74462996405003
22	57.24536783307677	1311.0987703890955	191.80279517451478	0.0	161.48343812150796	57.24536783307677
23	54.960511116845325	1366.0592815059408	198.55696607885315	0.0	167.06152937918108	54.960511116845325
24	57.55805019126131	1423.6173316972015	209.05605382260882	0.0	175.25435902395253	57.55805019126131
25	52.441241862108555	1476.0585735593108	213.75912792945172	0.0	182.10325508840072	52.441241862108555
26	53.6876803923047	1529.7462539516155	216.4111904091153	0.0	186.81299769936152	53.6876803923047
27	53.186823020408546	1582.9330769720232	222.44203076499565	0.0	194.83086108738587	53.186823020408546
28	56.31300849669381	1639.246085468718	229.90143017430168	0.0	202.4732963657444	56.31300849669381
29	53.920787704525054	1693.1668731732432	234.7422945271746	0.0	207.24303741725487	53.920787704525054
30	51.53723588677507	1744.7041090600178	237.62517266709182	0.0	212.51397144831898	51.53723588677507
31	52.40782568323115	1797.1119347432486	241.7262343363537	0.0	220.9444244982663	52.40782568323115
32	58.451762330776035	1855.5636970740252	249.35412657119718	0.0	225.42651133278554	58.451762330776035
33	53.95547006668095	1909.5191671407063	254.32725199034522	0.0	232.11795869183757	53.95547006668095
34	53.17264656506775	1962.6918137057746	258.16202805286355	0.0	236.651635949436	53.17264656506775
35	54.444503194431626	2017.1363169002047	262.26514168992327	0.0	239.30670915942704	54.444503194431626
36	55.92147883799928	2073.0577957382043	269.45837143939144	0.0	244.65047226551326	55.92147883799928
37	55.32671965223716	2128.3845153904417	275.51410753458737	0.0	253.8828467068141	55.32671965223716
38	56.73139069288965	2185.1159060833315	283.313097049185	0.0	258.1511162804672	56.73139069288965
39	55.23691022854643	2240.352816311877	289.04734872510613	0.0	264.33096720832265	55.23691022854643
40	54.24165617853976	2294.5944724904184	293.3866149310469	0.0	269.26061079152413	54.24165617853976
41	51.14537293501507	2345.7398454254335	295.6034806825374	0.0	275.2338104588881	51.14537293501507
42	52.468783666049625	2398.2086290914826	300.0255213474409	0.0	280.5508044646079	52.468783666049625
43	56.23319083915144	2454.4418199306338	305.8603416527657	0.0	281.7713483961732	56.23319083915144
44	52.33912854629346	2506.7809484769286	308.7006915147798	0.0	286.717123281877	52.33912854629346
45	56.004116662255036	2562.7850651391823	317.5868585596886	0.0	293.4427464325577	56.004116662255036
46	55.795273138169904	2618.5803382773515	325.24260465011344	0.0	297.3486533312779	55.795273138169904
47	52.359792477012185	2670.940130754365	328.26933126410137	0.0	302.49218274115407	52.359792477012185
48	51.93897636999393	2722.8791071243586	332.0876348284757	0.0	308.16704904992594	51.93897636999393
49	55.91466273497778	2778.7937698593364	338.8648342637641	0.0	313.82111901500656	55.91466273497778
50	52.71683431514174	2831.510604174477	343.3108689155454	0.0	319.53056751607613	52.71683431514174
51	56.02521320192743	2887.5358173764043	349.83775179536065	0.0	324.6927825852836	56.02521320192743
52	53.85494943397388	2941.390766810379	356.0750943575563	0.0	330.0371365131038	53.85494943397388
53	51.59248982482063	2992.9832566351997	359.5005718281325	0.0	335.49066360493794	51.59248982482063
54	52.67353875154244	3045.656795386742	363.51755007147995	0.0	340.8837338356651	52.67353875154244
55	58.458386693676665	3104.115182080419	374.00375382913097	0.0	345.63756473120156	58.458386693676665
56	52.87155567040487	3156.9867377508235	379.0558453551666	0.0	352.63884933342024	52.87155567040487
57	57.40155420375381	3214.3882919545777	387.4600386199756	0.0	354.67746281571027	57.40155420375381
58	56.135621165046715	3270.523913119623	393.2021952588633	0.0	358.56000054507973	56.135621165046715
59	57.337463764155316	3327.86137688378	401.6652194906713	0.0	364.48582852763144	57.337463764155316
60	52.46362418920572	3380.325001072985	404.226004562868	0.0	369.1793829646093	52.46362418920572
61	54.35426679798411	3434.6792678709694	412.7219976019336	0.0	374.1083249514027	54.35426679798411
62	54.00038805679424	3488.6796559277614	418.731815571482	0.0	379.9157266877667	54.00038805679424
